SECOND_GAME	GAME_DATE	PLAYER_NAME	AVG_FOULS_PER36	FOULS_PER36	CHANGE_IN_FP36	COMBINED_MINUTES
693	03-NOV-12	Ersan Ilyasova	3.44707347447073474470734744707347447073	5.33333333333333333333333333333333333333	1.8862598588625985886259858862598588626	52
696	03-NOV-12	Mike Dunleavy	2.46483180428134556574923547400611620795	1.02857142857142857142857142857142857143	-1.43626037570991699432066404543468763652	58
698	03-NOV-12	Ekpe Udoh	4.19723502304147465437788018433179723502	3.13043478260869565217391304347826086957	-1.06680024043277900220396714085353636545	46
697	03-NOV-12	Larry Sanders	4.78731836195508586525759577278731836196	7.2	2.41268163804491413474240422721268163804	52
530	03-NOV-12	Rajon Rondo	2.50260223048327137546468401486988847584	0.9	-1.60260223048327137546468401486988847584	81
534	03-NOV-12	Courtney Lee	1.98161648177496038034865293185419968304	0	-1.98161648177496038034865293185419968304	62
531	03-NOV-12	Paul Pierce	3.19543973941368078175895765472312703583	2.05714285714285714285714285714285714286	-1.13829688227082363890181479758026989297	63
535	03-NOV-12	Brandon Bass	2.89496402877697841726618705035971223022	2.57142857142857142857142857142857142857	-0.32353545734840698869475847893114080165	55
533	03-NOV-12	Kevin Garnett	3.57501334757074212493326214628937533369	0	-3.57501334757074212493326214628937533369	55
537	03-NOV-12	Jeff Green	2.54499205087440381558028616852146263911	2.25	-0.29499205087440381558028616852146263911	43
536	03-NOV-12	Jason Terry	2.51117519826964671953857245854361932228	0	-2.51117519826964671953857245854361932228	42
532	03-NOV-12	Jared Sullinger	4.26420397510540052198353744228066653282	4.8	0.53579602489459947801646255771933346718	48
624	03-NOV-12	Joakim Noah	3.39807775068139434801319753263520298379	5.02325581395348837209302325581395348837	1.62517806327209402407982572317875050458	75
623	03-NOV-12	Luol Deng	1.66600444080869463597055042655136145846	0	-1.66600444080869463597055042655136145846	74
627	03-NOV-12	Richard Hamilton	3.06382978723404255319148936170212765958	3.78947368421052631578947368421052631579	0.72564389697648376259798432250839865621	46
625	03-NOV-12	Carlos Boozer	3.5635062611806797853309481216457960644	2.76923076923076923076923076923076923077	-0.79427549194991055456171735241502683363	53
626	03-NOV-12	Kirk Hinrich	3.56790379431888865851130002073398299814	3	-0.56790379431888865851130002073398299814	41
629	03-NOV-12	Nate Robinson	3.79414874867818117729996475149806133239	4.5	0.70585125132181882270003524850193866761	51
628	03-NOV-12	Marco Belinelli	2.10870712401055408970976253298153034301	3.7241379310344827586206896551724137931	1.61543080702392866891092712219088345009	50
681	03-NOV-12	Anderson Varejao	3.22052704576976421636615811373092926491	1	-2.22052704576976421636615811373092926491	66
683	03-NOV-12	Kyrie Irving	2.21573847300606964114577787243105100628	5.45454545454545454545454545454545454545	3.23880698153938490430876758211440353917	63
682	03-NOV-12	Alonzo Gee	3.17307692307692307692307692307692307692	1	-2.17307692307692307692307692307692307692	61
685	03-NOV-12	Dion Waiters	2.47643312101910828025477707006369426751	0	-2.47643312101910828025477707006369426751	54
684	03-NOV-12	Tristan Thompson	3.0116129032258064516129032258064516129	3.6	0.5883870967741935483870967741935483871	54
686	03-NOV-12	Daniel Gibson	3.40116279069767441860465116279069767442	6.85714285714285714285714285714285714286	3.45598006644518272425249169435215946844	42
647	03-NOV-12	James Harden	2.38720620305306518051853646716743397141	2.63414634146341463414634146341463414634	0.24694013841034945362780499624720017493	81
649	03-NOV-12	Jeremy Lin	2.95890410958904109589041095890410958904	2.91891891891891891891891891891891891892	-0.03998519067012217697149203998519067012	77
650	03-NOV-12	Omer Asik	3.24698133918770581778265642151481888035	4.11428571428571428571428571428571428571	0.86730437509800846793162929277089540536	70
646	03-NOV-12	Chandler Parsons	2.22308157099697885196374622356495468278	0	-2.22308157099697885196374622356495468278	78
648	03-NOV-12	Patrick Patterson	2.76885710430441236000539738226959924437	0.9473684210526315789473684210526315789468	-1.82148868325178078105802896121696766542	67
651	03-NOV-12	Carlos Delfino	2.32633279483037156704361873990306946688	5.4	3.07366720516962843295638126009693053312	46
581	03-NOV-12	LeBron James	1.68668491386250201255836419256158428595	1.84615384615384615384615384615384615385	0.1594689322913441412877896535922618679	76
582	03-NOV-12	Dwyane Wade	2.17730882192972914173827912542151637115	1.05882352941176470588235294117647058823	-1.11848529251796443585592618424504578292	69
580	03-NOV-12	Chris Bosh	2.25914221218961625282167042889390519187	0.9230769230769230769230769230769230769216	-1.33606528911269317589859350581698211495	66
584	03-NOV-12	Shane Battier	3.07181467181467181467181467181467181467	3.42857142857142857142857142857142857143	0.35675675675675675675675675675675675676	45
583	03-NOV-12	Mario Chalmers	3.90181086519114688128772635814889336016	2.11764705882352941176470588235294117647	-1.78416380636761746952302047579595218369	54
585	03-NOV-12	Ray Allen	2.34258373205741626794258373205741626794	2.48275862068965517241379310344827586207	0.14017488863223890447120937139085959413	56
702	03-NOV-12	Mo Williams	3.0462724935732647814910025706940874036	0.9230769230769230769230769230769230769216	-2.12319557049634170456792564761716432668	70
706	03-NOV-12	Marvin Williams	2.28649760109664153529814941740918437286	0	-2.28649760109664153529814941740918437286	54
704	03-NOV-12	Al Jefferson	2.91593475533249686323713927227101631117	5.14285714285714285714285714285714285714	2.22692238752464599390571787058612654597	63
703	03-NOV-12	Gordon Hayward	2.01001878522229179711959924859110832812	1	-1.01001878522229179711959924859110832812	62
705	03-NOV-12	Paul Millsap	3.08719851576994434137291280148423005566	4.64516129032258064516129032258064516129	1.55796277455263630378837752109641510563	56
707	03-NOV-12	Randy Foye	3.03640449438202247191011235955056179775	1.44	-1.59640449438202247191011235955056179775	52
708	03-NOV-12	Derrick Favors	3.3991062220694396699896871777243038845	6.26086956521739130434782608695652173913	2.86176334314795163435813890923221785463	46
613	03-NOV-12	Greivis Vasquez	2.91484092208039626595542008001524099829	2	-0.91484092208039626595542008001524099829	73
615	03-NOV-12	Robin Lopez	2.70771937541235979766879261051242577524	0	-2.70771937541235979766879261051242577524	69
616	03-NOV-12	Al-Farouq Aminu	2.56843575418994413407821229050279329609	5.33333333333333333333333333333333333333	2.76489757914338919925512104283054003724	61
614	03-NOV-12	Austin Rivers	3.23809523809523809523809523809523809524	3.1764705882352941176470588235294117647	-0.06162464985994397759103641456582633054	63
612	03-NOV-12	Ryan Anderson	2.25283875851627554882664647993943981832	3.42857142857142857142857142857142857143	1.17573267005515302260192494863198875311	73
554	03-NOV-12	Jason Thompson	4.3424124513618677042801556420233463035	4.5	0.1575875486381322957198443579766536965	58
552	03-NOV-12	Tyreke Evans	2.58870011853022520742789411299881469775	2.45454545454545454545454545454545454546	-0.13415466398477066197334865845336015229	74
555	03-NOV-12	Isaiah Thomas	2.57930430977904178516735943994749507766	0	-2.57930430977904178516735943994749507766	49
553	03-NOV-12	DeMarcus Cousins	4.10877476748887990295188030731904569349	3.42857142857142857142857142857142857143	-0.68020333891745133152330887874761712206	67
556	03-NOV-12	James Johnson	3.72121212121212121212121212121212121212	0	-3.72121212121212121212121212121212121212	41
557	03-NOV-12	Marcus Thornton	2.34479793637145313843508168529664660361	2.57142857142857142857142857142857142857	0.22663063505711829013634688613192482496	70
559	03-NOV-12	Chuck Hayes	3.9391456992393212404915155061439438268	4.23529411764705882352941176470588235294	0.29614841840773758303789625856193852614	54
558	03-NOV-12	Aaron Brooks	3.75792038992688870836718115353371242892	5.14285714285714285714285714285714285714	1.38493675293025414877567598932343042822	42
637	03-NOV-12	Damian Lillard	1.99634020208449359535364786379186888376	0	-1.99634020208449359535364786379186888376	80
634	03-NOV-12	Nicolas Batum	1.63969871510855117412494461674789543642	0.7999999999999999999999999999999999999992	-0.8396987151085511741249446167478954364208	82
635	03-NOV-12	LaMarcus Aldridge	2.27527628093889852954607726733034980364	2.57142857142857142857142857142857142857	0.29615229048967289902535130409822162493	78
636	03-NOV-12	Wesley Matthews	2.41590991645477660733745005448601525608	3.42857142857142857142857142857142857143	1.01266151211665196409112137408541331535	77
638	03-NOV-12	J.J. Hickson	3.15350600126342387871130764371446620341	4	0.84649399873657612128869235628553379659	62
735	03-NOV-12	Chris Paul	2.64802431610942249240121580547112462006	3.27272727272727272727272727272727272727	0.62470295661785023487151146725614810721	67
734	03-NOV-12	Blake Griffin	3.04935781764143933764993100520114637512	4.73684210526315789473684210526315789474	1.68748428762171855708691110006201151962	71
736	03-NOV-12	Caron Butler	2.67384284176533907427341227125941872982	3.375	0.70115715823466092572658772874058127018	57
737	03-NOV-12	DeAndre Jordan	3.05685131195335276967930029154518950437	9.81818181818181818181818181818181818182	6.76133050622846541213888152663662867745	45
739	03-NOV-12	Jamal Crawford	1.91355140186915887850467289719626168224	1.125	-0.78855140186915887850467289719626168224	63
740	03-NOV-12	Matt Barnes	3.84985147177963813124493653794220901972	4.5	0.65014852822036186875506346205779098028	52
723	03-NOV-12	Stephen Curry	2.31382294969577513068814808466878052961	3.34883720930232558139534883720930232558	1.03501425960655045070720075254052179597	86
725	03-NOV-12	Klay Thompson	2.24738502407438153743981404615640046489	5.14285714285714285714285714285714285714	2.89547211878276131970304309670074239225	66
724	03-NOV-12	David Lee	3.27572016460905349794238683127572016461	4.96551724137931034482758620689655172414	1.68979707677025684688519937562083155953	64
727	03-NOV-12	Harrison Barnes	2.03370356185369590195327460743010340866	9	6.96629643814630409804672539256989659134	43
728	03-NOV-12	Jarrett Jack	2.33413905872316223517702260770652637566	4.5	2.16586094127683776482297739229347362434	59
729	03-NOV-12	Carl Landry	3.87711864406779661016949152542372881356	5.625	1.74788135593220338983050847457627118644	56
726	03-NOV-12	Festus Ezeli	5.05802047781569965870307167235494880546	5.14285714285714285714285714285714285714	0.08483666504144319843978547050219405168	41
803	04-NOV-12	Kyle Lowry	3.10498759988977679801598236428768255718	1.125	-1.97998759988977679801598236428768255718	72
805	04-NOV-12	Andrea Bargnani	2.62754919499105545617173524150268336315	4.5	1.87245080500894454382826475849731663685	58
804	04-NOV-12	DeMar DeRozan	2.05108055009823182711198428290766208251	3.375	1.32391944990176817288801571709233791749	66
807	04-NOV-12	Landry Fields	2.08564231738035264483627204030226700252	1.71428571428571428571428571428571428571	-0.37135660309463835912198632601655271681	43
810	04-NOV-12	Amir Johnson	4.61638868745467730239303843364757070341	3.13043478260869565217391304347826086957	-1.48595390484598165021912539016930983384	40
808	04-NOV-12	Alan Anderson	3.26028048490610886617542191585452816734	4.64516129032258064516129032258064516129	1.38488080541647177898586840672611699395	44
870	05-NOV-12	Jrue Holiday	2.58313461955343594190331671363537827878	3.08571428571428571428571428571428571429	0.50257966616084977238239757207890743551	75
873	05-NOV-12	Evan Turner	2.5960480749643511916887349765736402526	5.33333333333333333333333333333333333333	2.73728525836898214164459835675969308073	64
872	05-NOV-12	Thaddeus Young	2.5240094942486762826364798247215628994	1.24137931034482758620689655172413793104	-1.28263018390384869642958327299742496836	65
878	05-NOV-12	Lavoy Allen	3.44334664704645785158713474879125499264	4.5	1.05665335295354214841286525120874500736	42
871	05-NOV-12	Dorell Wright	2.31449631449631449631449631449631449631	1.05882352941176470588235294117647058823	-1.25567278508454979043214337331984390808	67
875	05-NOV-12	Nick Young	2.64697193500738552437223042836041358937	0	-2.64697193500738552437223042836041358937	61
859	05-NOV-12	Carmelo Anthony	2.65318393003552883301448483192128996994	2.4	-0.25318393003552883301448483192128996994	69
861	05-NOV-12	Raymond Felton	2.44793880152996175095622609434764130897	1.56521739130434782608695652173913043478	-0.88272141022561392486926957260851087419	53
858	05-NOV-12	Ronnie Brewer	1.47035573122529644268774703557312252965	0	-1.47035573122529644268774703557312252965	59
862	05-NOV-12	Jason Kidd	2.20689655172413793103448275862068965517	0	-2.20689655172413793103448275862068965517	43
860	05-NOV-12	Tyson Chandler	3.18398967075532601678502259522272433828	3.85714285714285714285714285714285714286	0.67315318638753112607212026192013280458	49
863	05-NOV-12	J.R. Smith	2.86333785051600125091212342332951110184	2.11764705882352941176470588235294117647	-0.74569079169247183914741754097656992537	69
865	05-NOV-12	Steve Novak	2.4050104384133611691022964509394572025	1.63636363636363636363636363636363636364	-0.76864680204972480546593281457582083886	46
864	05-NOV-12	Pablo Prigioni	3.26892950391644908616187989556135770235	5.76	2.49107049608355091383812010443864229765	40
885	05-NOV-12	Marcin Gortat	2.92903098089676333762248836979115114323	0	-2.92903098089676333762248836979115114323	62
884	05-NOV-12	Goran Dragić	2.79841897233201581027667984189723320158	2.48275862068965517241379310344827586207	-0.31566035164236063786288673844895733951	64
883	05-NOV-12	Michael Beasley	3.31758034026465028355387523629489603025	3.7241379310344827586206896551724137931	0.40655759076983247506681441887751776285	63
882	05-NOV-12	Luis Scola	4.2103004291845493562231759656652360515	2.18181818181818181818181818181818181818	-2.02848224736636753804135778384705423332	65
886	05-NOV-12	Jared Dudley	2.92094313453536754507628294036061026352	4.69565217391304347826086956521739130435	1.77470903937767593318458662485678104083	48
888	05-NOV-12	Shannon Brown	2.3536404160475482912332838038632986627	0	-2.3536404160475482912332838038632986627	41
887	05-NOV-12	Markieff Morris	3.91740412979351032448377581120943952802	1.38461538461538461538461538461538461539	-2.53278874517812570909916042659405491263	42
911	05-NOV-12	Luke Ridnour	2.95828065739570164348925410872313527181	7.57894736842105263157894736842105263158	4.62066671102535098808969325969791735977	51
908	05-NOV-12	Andrei Kirilenko	2.03119266055045871559633027522935779817	0	-2.03119266055045871559633027522935779817	62
910	05-NOV-12	Nikola Pekovic	2.67785817655571635311143270622286541245	5.53846153846153846153846153846153846154	2.86060336190582210842702883223867304909	55
912	05-NOV-12	Derrick Williams	2.05524861878453038674033149171270718232	0	-2.05524861878453038674033149171270718232	44
909	05-NOV-12	Brandon Roy	1.5483870967741935483870967741935483871	1.24137931034482758620689655172413793104	-0.30700778642936596218020022246941045606	51
916	05-NOV-12	Alexey Shved	2.14971873647771527477282561661618347036	0	-2.14971873647771527477282561661618347036	40
915	05-NOV-12	Chase Budinger	2.35031847133757961783439490445859872612	0	-2.35031847133757961783439490445859872612	47
914	05-NOV-12	Dante Cunningham	2.6586734693877551020408163265306122449	1.38461538461538461538461538461538461539	-1.27405808477237048665620094191522762951	45
1243	07-NOV-12	Nikola Vu�?ević	3.13703703703703703703703703703703703704	4	0.86296296296296296296296296296296296296	60
1242	07-NOV-12	Glen Davis	3.72201300924340979116740842177336528586	5.68421052631578947368421052631578947368	1.96219751707237968251680210454242418782	55
1240	07-NOV-12	Arron Afflalo	2.19708846584546472564389697648376259798	3.85714285714285714285714285714285714286	1.66005439129739241721324588065909454488	62
1239	07-NOV-12	E'Twaun Moore	2.68856204483792660288447808082250464087	0	-2.68856204483792660288447808082250464087	69
1246	07-NOV-12	J.J. Redick	2.03631561571475734565863321228128095081	1.8	-0.23631561571475734565863321228128095081	54
1284	07-NOV-12	Jonas Valan�?iūnas	3.91060057435385191659383193906854788363	18	14.08939942564614808340616806093145211637	42
1280	07-NOV-12	DeMar DeRozan	2.05108055009823182711198428290766208251	1.8	-0.25108055009823182711198428290766208251	68
1281	07-NOV-12	Andrea Bargnani	2.62754919499105545617173524150268336315	0.9230769230769230769230769230769230769216	-1.70447227191413237924865831842576028623	64
1282	07-NOV-12	Jose Calderon	2.21475941865387328912092563849301538027	2.18181818181818181818181818181818181818	-0.03294123683569147093910745667483356209	53
1324	07-NOV-12	Rodney Stuckey	2.28846473029045643153526970954356846473	4.23529411764705882352941176470588235294	1.94682938735660239199414205516231388821	73
1322	07-NOV-12	Greg Monroe	2.78629337368933088314776780888552588909	3.6	0.81370662631066911685223219111447411091	75
1325	07-NOV-12	Brandon Knight	2.33740562800274536719286204529855868222	3.27272727272727272727272727272727272727	0.93532164472452736007986522742871404505	66
1326	07-NOV-12	Tayshaun Prince	1.255448997384481255448997384481255449	0	-1.255448997384481255448997384481255449	56
1323	07-NOV-12	Jason Maxiell	3.43643184660275114631096290120883701542	2.11764705882352941176470588235294117647	-1.31878478777922173454625701885589583895	57
1329	07-NOV-12	Jonas Jerebko	3.95863233431827775432672013507809202195	7.2	3.24136766568172224567327986492190797805	40
1327	07-NOV-12	Kyle Singler	3.32495755517826825127334465195246179966	2.88	-0.44495755517826825127334465195246179966	44
1264	07-NOV-12	Ty Lawson	1.9582746704210930500447971329834890567	0.9473684210526315789473684210526315789468	-1.01090624936846147109742871193085747775	77
1265	07-NOV-12	Andre Iguodala	1.88356669123065585851142225497420781135	1.89473684210526315789473684210526315789	0.01117015087460729938331458713105534654	74
1263	07-NOV-12	Danilo Gallinari	1.90194884287454323995127892813641900122	0.8780487804878048780487804878048780487804	-1.02390006238673836190249844033154095244	73
1267	07-NOV-12	Kosta Koufos	4.35654596100278551532033426183844011142	6.85714285714285714285714285714285714286	2.50059689614007162753680859530441703144	51
1266	07-NOV-12	Kenneth Faried	3.48996458087367178276269185360094451004	4.11428571428571428571428571428571428571	0.62432113341204250295159386068476977567	58
1268	07-NOV-12	Andre Miller	2.77072643802322441263840129624628679449	4.5	1.72927356197677558736159870375371320551	50
1269	07-NOV-12	Corey Brewer	3.20522674865488086087624903920061491161	0	-3.20522674865488086087624903920061491161	42
1408	08-NOV-12	Blake Griffin	3.04935781764143933764993100520114637512	4.15384615384615384615384615384615384615	1.10448833620471450850391514864500747103	56
1406	08-NOV-12	Chris Paul	2.64802431610942249240121580547112462006	1.05882352941176470588235294117647058823	-1.58920078669765778651886286429465403183	63
1407	08-NOV-12	DeAndre Jordan	3.05685131195335276967930029154518950437	6.42857142857142857142857142857142857143	3.37172011661807580174927113702623906706	55
1409	08-NOV-12	Caron Butler	2.67384284176533907427341227125941872982	3.42857142857142857142857142857142857143	0.75472858680608949715515915731200984161	42
1411	08-NOV-12	Jamal Crawford	1.91355140186915887850467289719626168224	1.28571428571428571428571428571428571429	-0.62783711615487316421895861148197596795	55
1412	08-NOV-12	Matt Barnes	3.84985147177963813124493653794220901972	2.66666666666666666666666666666666666667	-1.18318480511297146457826987127554235305	54
1592	09-NOV-12	Thabo Sefolosha	2.35479632063074901445466491458607095926	7.2	4.84520367936925098554533508541392904074	64
1588	09-NOV-12	Kevin Durant	1.89388779351138196809464061659795662305	0.9473684210526315789473684210526315789468	-0.9465193724587503891472721955453250441032	76
1589	09-NOV-12	Serge Ibaka	3.16725638328392464377928660227598737688	5.14285714285714285714285714285714285714	1.97560075957321821336357054058115548026	72
1590	09-NOV-12	Russell Westbrook	2.54346067415730337078651685393258426966	2.32258064516129032258064516129032258064	-0.22088002899601304820587169264226168902	67
1591	09-NOV-12	Kendrick Perkins	4.64689758285571891353102417144281086469	3.7241379310344827586206896551724137931	-0.92275965182123615491033451627039707159	49
1593	09-NOV-12	Kevin Martin	2.22948328267477203647416413373860182371	4.36363636363636363636363636363636363636	2.13415308096159159988947222989776181265	64
1824	10-NOV-12	Monta Ellis	2.40845070422535211267605633802816901408	0.9473684210526315789473684210526315789468	-1.46108228317272053372868791697553743513	70
1823	10-NOV-12	Brandon Jennings	2.08426483233018056749785038693035253654	3.42857142857142857142857142857142857143	1.34430659624124800393072104164107603489	73
1825	10-NOV-12	Ersan Ilyasova	3.44707347447073474470734744707347447073	1.125	-2.32207347447073474470734744707347447073	54
1832	10-NOV-12	Mike Dunleavy	2.46483180428134556574923547400611620795	10.28571428571428571428571428571428571429	7.82088248143294014853647881170816950634	47
1828	10-NOV-12	Larry Sanders	4.78731836195508586525759577278731836196	8.30769230769230769230769230769230769231	3.52037394573722182705009653490498933035	57
1831	10-NOV-12	Ekpe Udoh	4.19723502304147465437788018433179723502	2.25	-1.94723502304147465437788018433179723502	46
1725	10-NOV-12	A.J. Price	1.8763961280714817572598659717051377513	1.94594594594594594594594594594594594595	0.06954981787446418868607997424080819465	73
1727	10-NOV-12	Emeka Okafor	2.78829604130808950086058519793459552496	5.45454545454545454545454545454545454545	2.66624941323736504459396025661085902049	68
1726	10-NOV-12	Bradley Beal	2.20168922356772158339269359926732471761	1.02857142857142857142857142857142857143	-1.17311779499629301196412217069589614618	69
1729	10-NOV-12	Trevor Ariza	2.06633499170812603648424543946932006634	1.38461538461538461538461538461538461539	-0.68171960709274142109963005485393545095	58
1728	10-NOV-12	Trevor Booker	3.28015564202334630350194552529182879377	3.48387096774193548387096774193548387097	0.2037153257185891803690222166436550772	58
1706	10-NOV-12	Jrue Holiday	2.58313461955343594190331671363537827878	4.11428571428571428571428571428571428571	1.53115109473227834381096900065033600693	77
1707	10-NOV-12	Thaddeus Young	2.5240094942486762826364798247215628994	2.11764705882352941176470588235294117647	-0.40636243542514687087177394236862172293	75
1705	10-NOV-12	Evan Turner	2.5960480749643511916887349765736402526	3.89189189189189189189189189189189189189	1.29584381692754070020315691531825163929	78
1708	10-NOV-12	Dorell Wright	2.31449631449631449631449631449631449631	1.33333333333333333333333333333333333333	-0.98116298116298116298116298116298116298	63
1709	10-NOV-12	Lavoy Allen	3.44334664704645785158713474879125499264	1.71428571428571428571428571428571428571	-1.72906093276074356587284903450554070693	44
1711	10-NOV-12	Spencer Hawes	3.79720993535216059884314392650561415447	1.56521739130434782608695652173913043478	-2.23199254404781277275618740476648371969	45
1710	10-NOV-12	Nick Young	2.64697193500738552437223042836041358937	3.375	0.72802806499261447562776957163958641063	50
1813	10-NOV-12	Rajon Rondo	2.50260223048327137546468401486988847584	3.89189189189189189189189189189189189189	1.38928966140862051642720787702200341605	79
