SECOND_GAME	GAME_DATE	PLAYER_NAME	AVG_TRB_PER36	TRB_PER36	CHANGE_IN_TRBP36	COMBINED_MINUTES
691	03-NOV-12	Brandon Jennings	3.30696474634565778159931212381771281169	3.89189189189189189189189189189189189189	0.5849271455462341102925797680741790802	66
693	03-NOV-12	Ersan Ilyasova	8.36861768368617683686176836861768368618	4	-4.36861768368617683686176836861768368618	52
696	03-NOV-12	Mike Dunleavy	5.03975535168195718654434250764525993884	12.34285714285714285714285714285714285714	7.3031017911751856705985146352118829183	58
698	03-NOV-12	Ekpe Udoh	6.75207373271889400921658986175115207373	0	-6.75207373271889400921658986175115207373	46
697	03-NOV-12	Larry Sanders	11.4927344782034346103038309114927344782	8.4	-3.0927344782034346103038309114927344782	52
530	03-NOV-12	Rajon Rondo	6.13828996282527881040892193308550185874	4.5	-1.63828996282527881040892193308550185874	81
534	03-NOV-12	Courtney Lee	3.27099841521394611727416798732171156894	2.48275862068965517241379310344827586207	-0.78823979452429094486037488387343570687	62
531	03-NOV-12	Paul Pierce	5.96872964169381107491856677524429967427	7.2	1.23127035830618892508143322475570032573	63
535	03-NOV-12	Brandon Bass	7.45899280575539568345323741007194244604	6.42857142857142857142857142857142857143	-1.03042137718396711202466598150051387461	55
533	03-NOV-12	Kevin Garnett	10.60971703150026695141484249866524292579	8.68965517241379310344827586206896551724	-1.92006185908647384796656663659627740855	55
537	03-NOV-12	Jeff Green	4.8419713831478537360890302066772655008	4.5	-0.3419713831478537360890302066772655008	43
536	03-NOV-12	Jason Terry	2.70583994232155731795241528478731074261	0	-2.70583994232155731795241528478731074261	42
532	03-NOV-12	Jared Sullinger	10.96406344107608913872716322023690022084	8.4	-2.56406344107608913872716322023690022084	48
624	03-NOV-12	Joakim Noah	11.80031559317171137569932577822407115191	9.20930232558139534883720930232558139535	-2.59101326759031602686211647589848975656	75
623	03-NOV-12	Luol Deng	6.04136963889213509407502629426200771298	6.69767441860465116279069767441860465116	0.65630477971251606871567138015659693818	74
627	03-NOV-12	Richard Hamilton	2.70100783874580067189249720044792833147	3.78947368421052631578947368421052631579	1.08846584546472564389697648376259798432	46
625	03-NOV-12	Carlos Boozer	10.59033989266547406082289803220035778175	9.69230769230769230769230769230769230769	-0.89803220035778175313059033989266547406	53
626	03-NOV-12	Kirk Hinrich	3.20962056811113414886999792660170018661	3	-0.20962056811113414886999792660170018661	41
629	03-NOV-12	Nate Robinson	3.19774409587592527317589002467395135707	7.5	4.30225590412407472682410997532604864293	51
628	03-NOV-12	Marco Belinelli	3.1868073878627968337730870712401055409	0	-3.1868073878627968337730870712401055409	50
681	03-NOV-12	Anderson Varejao	12.095700416088765603328710124826629681	17	4.904299583911234396671289875173370319	66
683	03-NOV-12	Kyrie Irving	3.66861889042700457885209242892130763497	4.36363636363636363636363636363636363636	0.69501747320935905751154393471505600139	63
682	03-NOV-12	Alonzo Gee	5.01098901098901098901098901098901098901	3	-2.01098901098901098901098901098901098901	61
685	03-NOV-12	Dion Waiters	3.19643312101910828025477707006369426751	2.48275862068965517241379310344827586207	-0.71367450032945310784098396661541840544	54
684	03-NOV-12	Tristan Thompson	11.10967741935483870967741935483870967742	7.2	-3.90967741935483870967741935483870967742	54
686	03-NOV-12	Daniel Gibson	2.40697674418604651162790697674418604651	0	-2.40697674418604651162790697674418604651	42
647	03-NOV-12	James Harden	5.59728616428398352314029561424763750909	5.26829268292682926829268292682926829268	-0.32899348135715425484761268741836921641	81
649	03-NOV-12	Jeremy Lin	3.78760062138116085298686626182742550487	2.91891891891891891891891891891891891892	-0.86868170246224193406794734290850658595	77
650	03-NOV-12	Omer Asik	13.64654226125137211855104281009879253568	15.42857142857142857142857142857142857143	1.78202916732005645287752861847263603575	70
646	03-NOV-12	Chandler Parsons	5.16398791540785498489425981873111782477	9.19148936170212765957446808510638297872	4.02750144629427267468020826637526515395	78
648	03-NOV-12	Patrick Patterson	6.7569828633112940223991364188368641209	5.68421052631578947368421052631578947368	-1.07277233699550454871492589252107464722	67
651	03-NOV-12	Carlos Delfino	4.76898222940226171243941841680129240711	7.2	2.43101777059773828756058158319870759289	46
581	03-NOV-12	LeBron James	7.34084688455965222991466752535823538883	8.30769230769230769230769230769230769231	0.96684542313265546239302478233407230348	76
582	03-NOV-12	Dwyane Wade	4.8245404111824214075927336016534319591	3.1764705882352941176470588235294117647	-1.6480698229471272899456747781240201944	69
580	03-NOV-12	Chris Bosh	7.40045146726862302483069977426636568849	6.46153846153846153846153846153846153846	-0.93891300573016148636916131272790415003	66
584	03-NOV-12	Shane Battier	3.33590733590733590733590733590733590734	3.42857142857142857142857142857142857143	0.09266409266409266409266409266409266409	45
583	03-NOV-12	Mario Chalmers	3.48651911468812877263581488933601609658	3.1764705882352941176470588235294117647	-0.31004852645283465498875606580660433188	54
585	03-NOV-12	Ray Allen	3.91578947368421052631578947368421052632	6.20689655172413793103448275862068965517	2.29110707803992740471869328493647912885	56
702	03-NOV-12	Mo Williams	3.10796915167095115681233933161953727506	0	-3.10796915167095115681233933161953727506	70
706	03-NOV-12	Marvin Williams	6.90472926662097326936257710760795065113	5.76	-1.14472926662097326936257710760795065113	54
704	03-NOV-12	Al Jefferson	10.31367628607277289836888331242158092848	8.22857142857142857142857142857142857143	-2.08510485750134432694031188385015235705	63
703	03-NOV-12	Gordon Hayward	5.05322479649342517219787100814026299311	3	-2.05322479649342517219787100814026299311	62
705	03-NOV-12	Paul Millsap	8.71985157699443413729128014842300556586	11.61290322580645161290322580645161290323	2.89305164881201747561194565802860733737	56
707	03-NOV-12	Randy Foye	3.05797752808988764044943820224719101124	0	-3.05797752808988764044943820224719101124	52
708	03-NOV-12	Derrick Favors	9.94568580268133379168099003093846682709	3.13043478260869565217391304347826086957	-6.81525102007263813950707698746020595752	46
613	03-NOV-12	Greivis Vasquez	4.094494189369403695942084206515526767	4	-0.094494189369403695942084206515526767	73
615	03-NOV-12	Robin Lopez	8.3923466021552672091488893776116120519	7.63636363636363636363636363636363636364	-0.75598296579163084551252574124797568826	69
616	03-NOV-12	Al-Farouq Aminu	9.11312849162011173184357541899441340782	8	-1.11312849162011173184357541899441340782	61
614	03-NOV-12	Austin Rivers	2.97883597883597883597883597883597883598	3.1764705882352941176470588235294117647	0.19763460939931528166822284469343292872	63
612	03-NOV-12	Ryan Anderson	6.71309613928841786525359576078728236185	11.14285714285714285714285714285714285714	4.42976100356872499188926138206986049529	73
554	03-NOV-12	Jason Thompson	9.22412451361867704280155642023346303502	3	-6.22412451361867704280155642023346303502	58
552	03-NOV-12	Tyreke Evans	5.85065191623864085341762149348083761359	7.36363636363636363636363636363636363636	1.51298444739772278294601487015552602277	74
555	03-NOV-12	Isaiah Thomas	2.99671844235397068475169547145044847955	3.13043478260869565217391304347826086957	0.13371634025472496742221757202781239002	49
553	03-NOV-12	DeMarcus Cousins	12.48281439547108774767488879902951880307	11.14285714285714285714285714285714285714	-1.33995725261394489053203165617237594593	67
556	03-NOV-12	James Johnson	6.3030303030303030303030303030303030303	3.6	-2.7030303030303030303030303030303030303	41
557	03-NOV-12	Marcus Thornton	4.12467755803955288048151332760103181427	5.14285714285714285714285714285714285714	1.01817958481758997666134381525611104287	70
559	03-NOV-12	Chuck Hayes	9.1000585137507314218841427735517846694	6.35294117647058823529411764705882352941	-2.74711733728014318659002512649296113999	54
558	03-NOV-12	Aaron Brooks	3.22420796100731112916328188464662875711	5.14285714285714285714285714285714285714	1.91864918184983172797957525821051410003	42
637	03-NOV-12	Damian Lillard	4.07001352534012252366934521441642135412	5.14285714285714285714285714285714285714	1.07284361751702033347351192844072150302	80
634	03-NOV-12	Nicolas Batum	6.23659725299069561364643331856446610545	7.2	0.96340274700930438635356668143553389455	82
635	03-NOV-12	LaMarcus Aldridge	9.61402867841812037629007215270800986391	9.42857142857142857142857142857142857143	-0.18545724984669180486150072413658129248	78
636	03-NOV-12	Wesley Matthews	3.52088630584816563748637849618597893207	4.28571428571428571428571428571428571428	0.76482797986612007679933578952830678221	77
638	03-NOV-12	J.J. Hickson	12.46999368288060644346178142766898294378	12	-0.46999368288060644346178142766898294378	62
735	03-NOV-12	Chris Paul	4.90212765957446808510638297872340425532	2.18181818181818181818181818181818181818	-2.72030947775628626692456479690522243714	67
734	03-NOV-12	Blake Griffin	8.75448466192548561723808512896720093408	10.42105263157894736842105263157894736842	1.66656796965346175118296750261174643434	71
736	03-NOV-12	Caron Butler	4.88266953713670613562970936490850376749	1.125	-3.75766953713670613562970936490850376749	57
737	03-NOV-12	DeAndre Jordan	14.78571428571428571428571428571428571429	13.09090909090909090909090909090909090909	-1.6948051948051948051948051948051948052	45
739	03-NOV-12	Jamal Crawford	2.34672897196261682242990654205607476635	3.375	1.02827102803738317757009345794392523365	63
740	03-NOV-12	Matt Barnes	6.29975695382122603294625978935997839589	3	-3.29975695382122603294625978935997839589	52
723	03-NOV-12	Stephen Curry	4.71711372011312023309623789527808723969	3.34883720930232558139534883720930232558	-1.36827651081079465170088905806878491411	86
725	03-NOV-12	Klay Thompson	3.75659970114560850074713597874813216005	10.28571428571428571428571428571428571429	6.52911458456867721353857830696615355424	66
724	03-NOV-12	David Lee	10.8203017832647462277091906721536351166	14.89655172413793103448275862068965517241	4.07624994087318480677356794853602005581	64
727	03-NOV-12	Harrison Barnes	5.97012638835695135963232477977786288778	1.8	-4.17012638835695135963232477977786288778	43
728	03-NOV-12	Jarrett Jack	3.9260628465804066543438077634011090573	6.75	2.8239371534195933456561922365988909427	59
729	03-NOV-12	Carl Landry	8.92372881355932203389830508474576271187	11.25	2.32627118644067796610169491525423728813	56
726	03-NOV-12	Festus Ezeli	10.93515358361774744027303754266211604096	6.42857142857142857142857142857142857143	-4.50658215504631886884446611409068746953	41
803	04-NOV-12	Kyle Lowry	5.01956461835216313033893634610085422981	7.875	2.85543538164783686966106365389914577019	72
805	04-NOV-12	Andrea Bargnani	5.83470483005366726296958855098389982111	1.5	-4.33470483005366726296958855098389982111	58
804	04-NOV-12	DeMar DeRozan	4.39121892884598957888442811992824805672	7.875	3.48378107115401042111557188007175194328	66
807	04-NOV-12	Landry Fields	6.34760705289672544080604534005037783375	5.14285714285714285714285714285714285714	-1.20474991003958258366318819719323497661	43
810	04-NOV-12	Amir Johnson	8.9630166787527193618564176939811457578	7.82608695652173913043478260869565217391	-1.13692972223098023142163508528549358389	40
808	04-NOV-12	Alan Anderson	3.64535298312336581887330639410506299025	3.48387096774193548387096774193548387097	-0.16148201538143033500233865216957911928	44
870	05-NOV-12	Jrue Holiday	4.17905918057663125948406676783004552352	3.08571428571428571428571428571428571429	-1.09334489486234554519835248211575980923	75
873	05-NOV-12	Evan Turner	5.94377673660623344876756976981055204726	12	6.05622326339376655123243023018944795274	64
872	05-NOV-12	Thaddeus Young	7.41756436005112287748767573489136388534	12.41379310344827586206896551724137931035	4.99622874339715298458128978235001542501	65
878	05-NOV-12	Lavoy Allen	9.79272650830355265923901618667227244061	6.75	-3.04272650830355265923901618667227244061	42
871	05-NOV-12	Dorell Wright	6.7960687960687960687960687960687960688	9.52941176470588235294117647058823529412	2.73334296863708628414510767451943922532	67
875	05-NOV-12	Nick Young	3.20236336779911373707533234859675036928	1.24137931034482758620689655172413793104	-1.96098405745428615086843579687261243824	61
859	05-NOV-12	Carmelo Anthony	6.96255807597704290789833287783547417327	8.4	1.43744192402295709210166712216452582673	69
861	05-NOV-12	Raymond Felton	3.86060348491287717807054823629409264768	4.69565217391304347826086956521739130435	0.83504868900016630019032132892329865667	53
858	05-NOV-12	Ronnie Brewer	5.78656126482213438735177865612648221344	10.90909090909090909090909090909090909091	5.12252964426877470355731225296442687747	59
862	05-NOV-12	Jason Kidd	5.70114942528735632183908045977011494253	8	2.29885057471264367816091954022988505747	43
860	05-NOV-12	Tyson Chandler	12.65693996126533247256294383473208521627	7.71428571428571428571428571428571428571	-4.94265424697961818684865812044637093056	49
863	05-NOV-12	J.R. Smith	4.21432294381319712290211612634212446576	7.41176470588235294117647058823529411765	3.19744176206915581827435446189316965189	69
865	05-NOV-12	Steve Novak	3.62630480167014613778705636743215031315	1.63636363636363636363636363636363636364	-1.98994116530650977415069273106851394951	46
864	05-NOV-12	Pablo Prigioni	4.12532637075718015665796344647519582245	1.44	-2.68532637075718015665796344647519582245	40
885	05-NOV-12	Marcin Gortat	10.67207760071265960605760665148965653766	17.33333333333333333333333333333333333333	6.66125573262067372727572668184367679567	62
884	05-NOV-12	Goran Dragić	3.85454545454545454545454545454545454546	3.7241379310344827586206896551724137931	-0.13040752351097178683385579937304075236	64
883	05-NOV-12	Michael Beasley	7.75803402646502835538752362948960302458	1.24137931034482758620689655172413793104	-6.51665471612020076918062707776546509354	63
882	05-NOV-12	Luis Scola	9.68240343347639484978540772532188841202	8.72727272727272727272727272727272727273	-0.95513070620366757705813499804916113929	65
886	05-NOV-12	Jared Dudley	4.51872399445214979195561719833564493759	0	-4.51872399445214979195561719833564493759	48
888	05-NOV-12	Shannon Brown	3.31649331352154531946508172362555720654	5.14285714285714285714285714285714285714	1.8263638293355975376777754192315856506	41
887	05-NOV-12	Markieff Morris	7.59882005899705014749262536873156342183	6.92307692307692307692307692307692307692	-0.67574313592012707056954844565464034491	42
911	05-NOV-12	Luke Ridnour	3.1061946902654867256637168141592920354	3.78947368421052631578947368421052631579	0.68327899394503959012575687005123428039	51
908	05-NOV-12	Andrei Kirilenko	6.30825688073394495412844036697247706422	10.90909090909090909090909090909090909091	4.60083402835696413678065054211843202669	62
910	05-NOV-12	Nikola Pekovic	9.66946454413892908827785817655571635311	9.69230769230769230769230769230769230769	0.02284314816876321941444951575197595458	55
912	05-NOV-12	Derrick Williams	6.59005524861878453038674033149171270718	4	-2.59005524861878453038674033149171270718	44
909	05-NOV-12	Brandon Roy	4.64516129032258064516129032258064516129	2.48275862068965517241379310344827586207	-2.16240266963292547274749721913236929922	51
916	05-NOV-12	Alexey Shved	4.08135006490696668109043704024231934228	4	-0.08135006490696668109043704024231934228	40
915	05-NOV-12	Chase Budinger	5.61783439490445859872611464968152866242	6.92307692307692307692307692307692307692	1.3052425281724644781969622733953944145	47
914	05-NOV-12	Dante Cunningham	6.11173469387755102040816326530612244898	15.23076923076923076923076923076923076923	9.11903453689167974882260596546310832025	45
1243	07-NOV-12	Nikola Vu�?ević	11.95555555555555555555555555555555555556	8	-3.95555555555555555555555555555555555556	60
1242	07-NOV-12	Glen Davis	7.98630605956864087641218760698390961999	11.36842105263157894736842105263157894737	3.38211499306293807095623344564766932738	55
1240	07-NOV-12	Arron Afflalo	3.60403135498320268756998880179171332587	3.85714285714285714285714285714285714286	0.25311150215965445528715405535114381699	62
1239	07-NOV-12	E'Twaun Moore	3.4236755676138797658146508639154648008	5	1.5763244323861202341853491360845351992	69
1246	07-NOV-12	J.J. Redick	2.66226477385275668537471112578408715748	3.6	0.93773522614724331462528887421591284252	54
1284	07-NOV-12	Jonas Valan�?iūnas	12.03296291671869147209389436883506055687	7.2	-4.83296291671869147209389436883506055687	42
1280	07-NOV-12	DeMar DeRozan	4.39121892884598957888442811992824805672	5.4	1.00878107115401042111557188007175194328	68
1281	07-NOV-12	Andrea Bargnani	5.83470483005366726296958855098389982111	8.30769230769230769230769230769230769231	2.4729874776386404293381037567084078712	64
1282	07-NOV-12	Jose Calderon	3.27642161704529420064907577254127275293	0	-3.27642161704529420064907577254127275293	53
1324	07-NOV-12	Rodney Stuckey	3.97344398340248962655601659751037344398	0	-3.97344398340248962655601659751037344398	73
1322	07-NOV-12	Greg Monroe	10.84553021294995135661009620581558750405	10.8	-0.04553021294995135661009620581558750405	75
1325	07-NOV-12	Brandon Knight	3.99286204529855868222374742621825669183	2.18181818181818181818181818181818181818	-1.81104386348037686404192924440007487365	66
1326	07-NOV-12	Tayshaun Prince	4.61377506538796861377506538796861377507	4	-0.61377506538796861377506538796861377507	56
1323	07-NOV-12	Jason Maxiell	8.26844518549395581492288453522300958733	6.35294117647058823529411764705882352941	-1.91550400902336757962876688816418605792	57
1329	07-NOV-12	Jonas Jerebko	8.28197551709582102152807091599831152385	4.8	-3.48197551709582102152807091599831152385	40
1327	07-NOV-12	Kyle Singler	4.82241086587436332767402376910016977929	5.76	0.93758913412563667232597623089983022071	44
1264	07-NOV-12	Ty Lawson	3.24843210034557788301548700883143478818	0	-3.24843210034557788301548700883143478818	77
1265	07-NOV-12	Andre Iguodala	5.20728497736603853037161806505947994526	4.73684210526315789473684210526315789474	-0.47044287210288063563477595979632205052	74
1263	07-NOV-12	Danilo Gallinari	5.58526187576126674786845310596833130329	8.7804878048780487804878048780487804878	3.19522592911678203261935177208044918451	73
1267	07-NOV-12	Kosta Koufos	11.06963788300835654596100278551532033426	6.85714285714285714285714285714285714286	-4.2124950258654994031038599283724631914	51
1266	07-NOV-12	Kenneth Faried	11.78748524203069657615112160566706021251	16.45714285714285714285714285714285714286	4.66965761511216056670602125147579693035	58
1268	07-NOV-12	Andre Miller	4.14150688630839859573318930596813394545	10.5	6.35849311369160140426681069403186605455	50
1269	07-NOV-12	Corey Brewer	4.10453497309761721752498078401229823213	1.63636363636363636363636363636363636364	-2.46817133673398085388861714764866186849	42
1408	08-NOV-12	Blake Griffin	8.75448466192548561723808512896720093408	13.84615384615384615384615384615384615385	5.09166918422836053660806871718664521977	56
1406	08-NOV-12	Chris Paul	4.90212765957446808510638297872340425532	4.23529411764705882352941176470588235294	-0.66683354192740926157697121401752190238	63
1407	08-NOV-12	DeAndre Jordan	14.78571428571428571428571428571428571429	10.28571428571428571428571428571428571429	-4.5	55
1409	08-NOV-12	Caron Butler	4.88266953713670613562970936490850376749	3.42857142857142857142857142857142857143	-1.45409810856527756420113793633707519606	42
1411	08-NOV-12	Jamal Crawford	2.34672897196261682242990654205607476635	3.85714285714285714285714285714285714286	1.51041388518024032042723631508678237651	55
1412	08-NOV-12	Matt Barnes	6.29975695382122603294625978935997839589	4	-2.29975695382122603294625978935997839589	54
1592	09-NOV-12	Thabo Sefolosha	6.09724047306176084099868593955321944809	5.76	-0.33724047306176084099868593955321944809	64
1588	09-NOV-12	Kevin Durant	7.67556909840473203082989783115253629683	12.31578947368421052631578947368421052632	4.64022037527947849548589164253167422949	76
1589	09-NOV-12	Serge Ibaka	8.50339485512097159797264989958879219661	7.2	-1.30339485512097159797264989958879219661	72
1590	09-NOV-12	Russell Westbrook	8.04134831460674157303370786516853932584	4.64516129032258064516129032258064516129	-3.39618702428416092787241754258789416455	67
1591	09-NOV-12	Kendrick Perkins	9.01569897832045850984301021679541490157	4.96551724137931034482758620689655172414	-4.05018173694114816501542400989886317743	49
1593	09-NOV-12	Kevin Martin	3.46048632218844984802431610942249240122	1.09090909090909090909090909090909090909	-2.36957723127935893893340701851340149213	64
1824	10-NOV-12	Monta Ellis	3.3098591549295774647887323943661971831	1.89473684210526315789473684210526315789	-1.41512231282431430689399555226093402521	70
1823	10-NOV-12	Brandon Jennings	3.30696474634565778159931212381771281169	3.42857142857142857142857142857142857143	0.12160668222577078982925930475371575974	73
1825	10-NOV-12	Ersan Ilyasova	8.36861768368617683686176836861768368618	6.75	-1.61861768368617683686176836861768368618	54
1832	10-NOV-12	Mike Dunleavy	5.03975535168195718654434250764525993884	2.57142857142857142857142857142857142857	-2.46832678025338575797291393621668851027	47
1828	10-NOV-12	Larry Sanders	11.4927344782034346103038309114927344782	16.61538461538461538461538461538461538461	5.12265013718118077431155370389188090641	57
1831	10-NOV-12	Ekpe Udoh	6.75207373271889400921658986175115207373	9	2.24792626728110599078341013824884792627	46
1725	10-NOV-12	A.J. Price	3.37751303052866716306775874906924795235	2.91891891891891891891891891891891891892	-0.45859411160974824414883983015032903343	73
1727	10-NOV-12	Emeka Okafor	12.24784853700516351118760757314974182444	8.72727272727272727272727272727272727273	-3.52057580973243623846033484587701455171	68
1726	10-NOV-12	Bradley Beal	4.07733794647400020352091177368474610766	6.17142857142857142857142857142857142857	2.09409062495457122505051679774382532091	69
1729	10-NOV-12	Trevor Ariza	5.69485903814262023217247097844112769486	8.30769230769230769230769230769230769231	2.61283326954968746013522132925117999745	58
1728	10-NOV-12	Trevor Booker	9.88715953307392996108949416342412451362	5.80645161290322580645161290322580645161	-4.08070792017070415463788126019831806201	58
1706	10-NOV-12	Jrue Holiday	4.17905918057663125948406676783004552352	3.08571428571428571428571428571428571429	-1.09334489486234554519835248211575980923	77
1707	10-NOV-12	Thaddeus Young	7.41756436005112287748767573489136388534	8.47058823529411764705882352941176470588	1.05302387524299476957114779452040082054	75
1705	10-NOV-12	Evan Turner	5.94377673660623344876756976981055204726	11.67567567567567567567567567567567567567	5.73189893906944222690810590586512362841	78
1708	10-NOV-12	Dorell Wright	6.7960687960687960687960687960687960688	8	1.2039312039312039312039312039312039312	63
1709	10-NOV-12	Lavoy Allen	9.79272650830355265923901618667227244061	0	-9.79272650830355265923901618667227244061	44
1711	10-NOV-12	Spencer Hawes	8.97243960530792786662129976182374957468	17.21739130434782608695652173913043478261	8.24495169903989822033522197730668520793	45
1710	10-NOV-12	Nick Young	3.20236336779911373707533234859675036928	2.25	-0.95236336779911373707533234859675036928	50
1813	10-NOV-12	Rajon Rondo	6.13828996282527881040892193308550185874	4.86486486486486486486486486486486486486	-1.27342509796041394554405706822063699388	79
1814	10-NOV-12	Paul Pierce	5.96872964169381107491856677524429967427	9.25714285714285714285714285714285714286	3.28841321544904606793857608189855746859	71
