SECOND_GAME	GAME_DATE	PLAYER_NAME	AVG_FTP	FT_PERCENTAGE	CHANGE_IN_FTP	COMBINED_MINUTES
693	03-NOV-12	Ersan Ilyasova	77.740863787375415282392026578073089701	50	-27.740863787375415282392026578073089701	52
696	03-NOV-12	Mike Dunleavy	83.63636363636363636363636363636363636364	60	-23.63636363636363636363636363636363636364	58
698	03-NOV-12	Ekpe Udoh	79.28994082840236686390532544378698224852	50	-29.28994082840236686390532544378698224852	46
697	03-NOV-12	Larry Sanders	52.12121212121212121212121212121212121212	50	-2.12121212121212121212121212121212121212	52
531	03-NOV-12	Paul Pierce	80.70866141732283464566929133858267716535	75	-5.70866141732283464566929133858267716535	63
535	03-NOV-12	Brandon Bass	84.17721518987341772151898734177215189873	100	15.82278481012658227848101265822784810127	55
533	03-NOV-12	Kevin Garnett	78.43137254901960784313725490196078431373	50	-28.43137254901960784313725490196078431373	55
537	03-NOV-12	Jeff Green	81.48148148148148148148148148148148148148	0	-81.48148148148148148148148148148148148148	43
536	03-NOV-12	Jason Terry	84.48275862068965517241379310344827586207	100	15.51724137931034482758620689655172413793	42
624	03-NOV-12	Joakim Noah	66.81222707423580786026200873362445414847	75	8.18777292576419213973799126637554585153	75
623	03-NOV-12	Luol Deng	77.4522292993630573248407643312101910828	70	-7.4522292993630573248407643312101910828	74
625	03-NOV-12	Carlos Boozer	70.98765432098765432098765432098765432099	100	29.01234567901234567901234567901234567901	53
629	03-NOV-12	Nate Robinson	78.7148594377510040160642570281124497992	100	21.2851405622489959839357429718875502008	51
628	03-NOV-12	Marco Belinelli	86.12099644128113879003558718861209964413	100	13.87900355871886120996441281138790035587	50
683	03-NOV-12	Kyrie Irving	87.31942215088282504012841091492776886035	87.5	0.18057784911717495987158908507223113965	63
682	03-NOV-12	Alonzo Gee	73.02631578947368421052631578947368421053	100	26.97368421052631578947368421052631578947	61
685	03-NOV-12	Dion Waiters	70.41095890410958904109589041095890410959	50	-20.41095890410958904109589041095890410959	54
684	03-NOV-12	Tristan Thompson	61.10552763819095477386934673366834170854	62.5	1.39447236180904522613065326633165829146	54
686	03-NOV-12	Daniel Gibson	75	0	-75	42
647	03-NOV-12	James Harden	86.06168446026097271648873072360616844603	70	-16.06168446026097271648873072360616844603	81
649	03-NOV-12	Jeremy Lin	81.08695652173913043478260869565217391304	100	18.91304347826086956521739130434782608696	77
