SECOND_GAME	GAME_DATE	PLAYER_NAME	AVG_TURNOVERS_PER36	TURNOVERS_PER36	CHANGE_IN_TP36	COMBINED_MINUTES
39564	26-JAN-14	LaMarcus Aldridge	1.65056169513197552287880171705178555119	3.1764705882352941176470588235294117647	1.52590889310331859476825710647762621351	68
39567	26-JAN-14	Robin Lopez	1.69430393666153507807345502529140092369	1.5	-0.19430393666153507807345502529140092369	58
39563	26-JAN-14	Wesley Matthews	1.38939338903014892844169996367598982928	2	0.61060661096985107155830003632401017072	70
39565	26-JAN-14	Damian Lillard	2.77826398281486196196992600843344737052	2.11764705882352941176470588235294117647	-0.66061692399133255020522012608050619405	67
39568	26-JAN-14	Mo Williams	3.0694087403598971722365038560411311054	3.48387096774193548387096774193548387097	0.41446222738203831163446388589435276557	56
39607	27-JAN-14	P.J. Tucker	1.34612031386224934612031386224934612031	2.48275862068965517241379310344827586207	1.13663830682740582629347924119892974176	66
39605	27-JAN-14	Goran Dragić	2.76363636363636363636363636363636363636	3.375	0.61136363636363636363636363636363636364	68
39608	27-JAN-14	Gerald Green	1.9130129779024903542616625745352507892	5.14285714285714285714285714285714285714	3.22984416495465250288119456832189206794	62
39609	27-JAN-14	Channing Frye	1.34255048208113516463525559396034200473	1.63636363636363636363636363636363636364	0.29381315428250119900110804240329435891	52
39606	27-JAN-14	Miles Plumlee	1.94546794399410464259395725865880619012	3.375	1.42953205600589535740604274134119380988	50
39611	27-JAN-14	Markieff Morris	2.35594886922320550639134709931170108161	0	-2.35594886922320550639134709931170108161	56
39636	27-JAN-14	Paul Pierce	2.33941368078175895765472312703583061889	1.16129032258064516129032258064516129032	-1.17812335820111379636440054639066932857	60
39635	27-JAN-14	Joe Johnson	1.69377990430622009569377990430622009569	4.5	2.80622009569377990430622009569377990431	57
39638	27-JAN-14	Kevin Garnett	1.82594767752269087026161238654564869194	2.76923076923076923076923076923076923077	0.94328309170807836050761838268512053883	49
39637	27-JAN-14	Alan Anderson	1.4033753268362253387211789874019491324	1.28571428571428571428571428571428571429	-0.11766104112193962443546470168766341811	50
39639	27-JAN-14	Shaun Livingston	1.9200713118407368890209478532164611499	2.88	0.9599286881592631109790521467835388501	47
39640	27-JAN-14	Deron Williams	2.70962926101020154267230654391639711371	3.7241379310344827586206896551724137931	1.01450867002428121594838311125601667939	63
39642	27-JAN-14	Andray Blatche	2.77394636015325670498084291187739463601	0	-2.77394636015325670498084291187739463601	47
39641	27-JAN-14	Andrei Kirilenko	2.13027522935779816513761467889908256881	3	0.86972477064220183486238532110091743119	48
39709	27-JAN-14	Isaiah Thomas	2.88645810544738569240866331218551739225	0	-2.88645810544738569240866331218551739225	61
39706	27-JAN-14	Derrick Williams	1.43867403314917127071823204419889502762	1.89473684210526315789473684210526315789	0.45606280895609188717650479790636813027	69
39708	27-JAN-14	Jason Thompson	1.56186770428015564202334630350194552529	1.28571428571428571428571428571428571429	-0.276153418565869927737632017787659811	56
39707	27-JAN-14	Marcus Thornton	1.38521066208082545141874462596732588134	0	-1.38521066208082545141874462596732588134	60
39711	27-JAN-14	Ben McLemore	1.8721622927064884881661568185477378844	4.32	2.4478377072935115118338431814522621156	54
39710	27-JAN-14	Travis Outlaw	1.2	0	-1.2	41
39961	29-JAN-14	Eric Gordon	2.36675173168064163324826831935836675173	0	-2.36675173168064163324826831935836675173	71
39963	29-JAN-14	Brian Roberts	1.81550937658388241256969082615306639635	2.76923076923076923076923076923076923077	0.95372139264688681819953994307770283442	58
39960	29-JAN-14	Al-Farouq Aminu	1.75977653631284916201117318435754189944	2	0.24022346368715083798882681564245810056	65
39962	29-JAN-14	Greg Stiemsma	1.72693726937269372693726937269372693727	2.18181818181818181818181818181818181818	0.45488091244548809124454880912445488091	64
39965	29-JAN-14	Tyreke Evans	2.9917028842354800474120900829711576452	3	0.0082971157645199525879099170288423548	43
39907	29-JAN-14	Tobias Harris	1.53769779708346261247285138070121005275	2.66666666666666666666666666666666666667	1.12896886958320405419381528596545661392	59
39904	29-JAN-14	Arron Afflalo	1.62866741321388577827547592385218365062	1.02857142857142857142857142857142857143	-0.60009598464245720684690449528075507919	64
39902	29-JAN-14	Jameer Nelson	2.57041045268575953543618846509172495711	0	-2.57041045268575953543618846509172495711	64
39905	29-JAN-14	Glen Davis	1.77473467990414241698048613488531324889	0	-1.77473467990414241698048613488531324889	54
39909	29-JAN-14	Kyle O'Quinn	2.25850945494994438264738598442714126808	0	-2.25850945494994438264738598442714126808	41
39903	29-JAN-14	Victor Oladipo	2.84221723200567308828743647323011464366	2.76923076923076923076923076923076923077	-0.07298646277490385751820570399934541289	65
39908	29-JAN-14	E'Twaun Moore	1.44966442953020134228187919463087248322	0	-1.44966442953020134228187919463087248322	42
39932	29-JAN-14	Jeff Green	1.72845786963434022257551669316375198728	2.84210526315789473684210526315789473684	1.11364739352355451426658856999414274956	65
39934	29-JAN-14	Gerald Wallace	2.14864864864864864864864864864864864865	0	-2.14864864864864864864864864864864864865	57
39933	29-JAN-14	Jared Sullinger	1.77072876932342903031519775145553101787	3.08571428571428571428571428571428571429	1.31498551639085668397051653425875469642	54
39937	29-JAN-14	Jerryd Bayless	2.10876027277496065745759748207728623885	2.4	0.29123972722503934254240251792271376115	57
39938	29-JAN-14	Kris Humphries	1.63676797627872498146775389177168272795	1.63636363636363636363636363636363636364	-0.00040433991508861783139025540804636431	44
39939	29-JAN-14	Chris Johnson	1.42284786139685977260422306442880346508	1.63636363636363636363636363636363636364	0.21351577496677659103214057193483289856	44
40033	29-JAN-14	Marco Belinelli	1.52453825857519788918205804749340369393	3.375	1.85046174142480211081794195250659630607	70
40034	29-JAN-14	Boris Diaw	2.17437895762299074525085241110569897711	2.48275862068965517241379310344827586207	0.30837966306666442716294069234257688496	63
40029	29-JAN-14	Tony Parker	2.68322981366459627329192546583850931677	1.05882352941176470588235294117647058823	-1.62440628425283156740957252466203872854	67
40028	29-JAN-14	Tim Duncan	2.44236377590176515732924021488871834229	4.11428571428571428571428571428571428571	1.67192193838394912838504549939699594342	65
40035	29-JAN-14	Cory Joseph	1.57733487069675506506341624114643386592	2.76923076923076923076923076923076923077	1.19189589853401416570581452808433536485	49
40036	29-JAN-14	Patrick Mills	1.82029177718832891246684350132625994695	3.78947368421052631578947368421052631579	1.96918190702219740332263018288426636884	47
39981	29-JAN-14	Jeremy Lin	2.98940827566727863296144612342889422398	1.94594594594594594594594594594594594595	-1.04346232972133268701550017748294827803	81
39984	29-JAN-14	Terrence Jones	1.36663336663336663336663336663336663337	2.25	0.88336663336663336663336663336663336663	70
39980	29-JAN-14	Chandler Parsons	1.69667673716012084592145015105740181269	1.84615384615384615384615384615384615385	0.14947710899372530792470369509644434116	76
39982	29-JAN-14	Dwight Howard	3.02224969097651421508034610630407911001	4	0.97775030902348578491965389369592088999	72
39983	29-JAN-14	Patrick Beverley	1.6827948171231753321305560111530260784	5	3.3172051828768246678694439888469739216	66
39986	29-JAN-14	Aaron Brooks	2.85134037367993501218521527213647441105	1.63636363636363636363636363636363636364	-1.21497673731629864854885163577283804741	44
39985	29-JAN-14	Donatas Motiejūnas	2.18686722591842638125542377784205958924	1.38461538461538461538461538461538461539	-0.80225184130304176587080839322667497385	44
40039	29-JAN-14	Zach Randolph	2.27152452676572359047425198453083655607	1	-1.27152452676572359047425198453083655607	72
40040	29-JAN-14	Mike Conley	2.35665024630541871921182266009852216749	4.23529411764705882352941176470588235294	1.87864387134164010431758910460736018545	69
40041	29-JAN-14	Marc Gasol	2.32290502793296089385474860335195530726	1.09090909090909090909090909090909090909	-1.23199593702386998476383951244286439817	68
40042	29-JAN-14	Tayshaun Prince	0.9227550130775937227550130775937227550132	0	-0.9227550130775937227550130775937227550132	61
40043	29-JAN-14	Courtney Lee	1.23993660855784469096671949286846275753	1.44	0.20006339144215530903328050713153724247	56
40044	29-JAN-14	Mike Miller	1.42999006951340615690168818272095332671	1.33333333333333333333333333333333333333	-0.09665673618007282356835484938761999338	43
40059	29-JAN-14	Trevor Ariza	1.4461028192371475953565505804311774461	2.91891891891891891891891891891891891892	1.47281609968177132356236833848774147282	75
40063	29-JAN-14	Marcin Gortat	1.6818766702959516975155894288825101455	1.5	-0.1818766702959516975155894288825101455	61
40060	29-JAN-14	John Wall	3.95732520480091445989712326157363307297	3.08571428571428571428571428571428571429	-0.87161091908662874561140897585934735868	71
40062	29-JAN-14	Nenê	2.58645582674458576830525953936060501891	5.53846153846153846153846153846153846154	2.95200571171695269323320199910093344263	61
40061	29-JAN-14	Bradley Beal	2.23099623486313218683219700824259692683	0	-2.23099623486313218683219700824259692683	62
40065	29-JAN-14	Martell Webster	1.22834645669291338582677165354330708661	1.33333333333333333333333333333333333333	0.10498687664041994750656167979002624672	55
40066	29-JAN-14	Trevor Booker	1.94357976653696498054474708171206225681	4	2.05642023346303501945525291828793774319	41
40082	30-JAN-14	Gerald Green	1.9130129779024903542616625745352507892	3.6	1.6869870220975096457383374254647492108	60
40079	30-JAN-14	Channing Frye	1.34255048208113516463525559396034200473	0	-1.34255048208113516463525559396034200473	66
40081	30-JAN-14	Goran Dragić	2.76363636363636363636363636363636363636	2.11764705882352941176470588235294117647	-0.64598930481283422459893048128342245989	58
40080	30-JAN-14	P.J. Tucker	1.34612031386224934612031386224934612031	4	2.65387968613775065387968613775065387969	59
40083	30-JAN-14	Miles Plumlee	1.94546794399410464259395725865880619012	3.78947368421052631578947368421052631579	1.84400574021642167319551642555172012567	40
40085	30-JAN-14	Marcus Morris	1.62399909777827901206721551821360099245	0	-1.62399909777827901206721551821360099245	50
40084	30-JAN-14	Markieff Morris	2.35594886922320550639134709931170108161	0	-2.35594886922320550639134709931170108161	46
40120	30-JAN-14	DeAndre Jordan	1.67274052478134110787172011661807580175	1.8	0.12725947521865889212827988338192419825	82
40121	30-JAN-14	Blake Griffin	2.66341152743870077486466404840250504193	1.8	-0.86341152743870077486466404840250504193	77
40122	30-JAN-14	J.J. Redick	1.65599207659293496203367448002641135688	3.48387096774193548387096774193548387097	1.82787889114900052183729326190907251409	67
40123	30-JAN-14	Darren Collison	2.20743378588916091698197195637658580013	1.2	-1.00743378588916091698197195637658580013	58
40124	30-JAN-14	Matt Barnes	1.71590602214420739940588711855252497975	0	-1.71590602214420739940588711855252497975	54
40125	30-JAN-14	Jamal Crawford	2.16168224299065420560747663551401869159	1.89473684210526315789473684210526315789	-0.2669454008853910477127397934087555337	48
40286	31-JAN-14	Klay Thompson	1.84990868338037522829154906192927112735	0.8571428571428571428571428571428571428568	-0.9927658262375180854344062047864139844932	76
40287	31-JAN-14	Stephen Curry	3.30722426943182792013025966235324363699	1.89473684210526315789473684210526315789	-1.4124874273265647622355228202479804791	72
40288	31-JAN-14	Andre Iguodala	1.75471102221286451205390041056953363512	0.972972972972972972972972972972972972972	-0.781738049239891539080927437596560662148	67
40289	31-JAN-14	Andrew Bogut	2.12105368992559823044439975869696360346	1	-1.12105368992559823044439975869696360346	64
40290	31-JAN-14	Harrison Barnes	1.38567598621217924166985829184220605132	2.25	0.86432401378782075833014170815779394868	56
40291	31-JAN-14	Draymond Green	2.48443843031123139377537212449255751015	1.24137931034482758620689655172413793104	-1.24305911996640380756847557276841957911	43
40407	01-FEB-14	Nate Wolters	1.65481352992194275802254986990459670425	1.5	-0.15481352992194275802254986990459670425	65
40406	01-FEB-14	Larry Sanders	1.60105680317040951122853368560105680317	1.2	-0.40105680317040951122853368560105680317	63
40403	01-FEB-14	Brandon Knight	3.19725463280713795470144131777625257378	2.63414634146341463414634146341463414634	-0.56310829134372332055509985436161842744	67
40405	01-FEB-14	Khris Middleton	2.02805049088359046283309957924263674614	3.375	1.34694950911640953716690042075736325386	57
40404	01-FEB-14	Ersan Ilyasova	1.42465753424657534246575342465753424658	0.9473684210526315789473684210526315789468	-0.4772891131939437635183850036049026676332	58
40408	01-FEB-14	Caron Butler	1.2981700753498385360602798708288482239	1.71428571428571428571428571428571428571	0.41611563893587574965400584345686606181	50
40409	01-FEB-14	Giannis Antetokounmpo	2.74312333629103815439219165927240461402	3.6	0.85687666370896184560780834072759538598	49
40354	01-FEB-14	Kyle Korver	1.44139866177422836175264407511331750486	1	-0.44139866177422836175264407511331750486	63
40355	01-FEB-14	Paul Millsap	2.4601113172541743970315398886827458256	5.625	3.1648886827458256029684601113172541744	59
40357	01-FEB-14	DeMarre Carroll	1.32621713095548034366050507680291590732	0	-1.32621713095548034366050507680291590732	58
40356	01-FEB-14	Jeff Teague	3.34583843906117447450278065793194457536	1.125	-2.22083843906117447450278065793194457536	56
40358	01-FEB-14	Gustavo Ayon	2.44660194174757281553398058252427184466	3.6	1.15339805825242718446601941747572815534	43
40361	01-FEB-14	Mike Scott	1.6300242130750605326876513317191283293	1.71428571428571428571428571428571428571	0.08426150121065375302663438256658595641	45
40360	01-FEB-14	Elton Brand	1.33788395904436860068259385665529010239	0	-1.33788395904436860068259385665529010239	45
40359	01-FEB-14	Lou Williams	2.49805447470817120622568093385214007782	1.56521739130434782608695652173913043478	-0.93283708340382338013872441211300964304	44
40366	01-FEB-14	Thaddeus Young	1.72539711520905605258353113018075588826	2.25	0.52460288479094394741646886981924411174	62
40368	01-FEB-14	James Anderson	1.81684981684981684981684981684981684982	2.57142857142857142857142857142857142857	0.75457875457875457875457875457875457875	57
40365	01-FEB-14	Evan Turner	2.57038093298024037482175595844367488287	4.36363636363636363636363636363636363636	1.79325543065612326154188040519268875349	59
40367	01-FEB-14	Spencer Hawes	2.23545423613473970738346376318475671997	1.28571428571428571428571428571428571429	-0.94973995042045399309774947747047100568	46
40369	01-FEB-14	Hollis Thompson	1.16495061987812565665055683967220004203	2.88	1.71504938012187434334944316032779995797	50
40370	01-FEB-14	Elliot Williams	1.9108280254777070063694267515923566879	0	-1.9108280254777070063694267515923566879	48
40364	01-FEB-14	Tony Wroten	4.39881204921510394569367840475180313958	6.17142857142857142857142857142857142857	1.77261652221346748287775016667676828899	54
40415	01-FEB-14	Zach Randolph	2.27152452676572359047425198453083655607	1.05882352941176470588235294117647058823	-1.21270099735395888459189904335436596784	74
40416	01-FEB-14	Marc Gasol	2.32290502793296089385474860335195530726	1.16129032258064516129032258064516129032	-1.16161470535231573256442602270679401694	71
40413	01-FEB-14	Courtney Lee	1.23993660855784469096671949286846275753	2.7	1.46006339144215530903328050713153724247	74
40417	01-FEB-14	Tayshaun Prince	0.9227550130775937227550130775937227550132	0	-0.9227550130775937227550130775937227550132	56
40414	01-FEB-14	Nick Calathes	2.85428571428571428571428571428571428571	0	-2.85428571428571428571428571428571428571	52
40346	01-FEB-14	Kevin Martin	1.80547112462006079027355623100303951368	1.56521739130434782608695652173913043478	-0.2402537333157129641865997092639090789	61
40343	01-FEB-14	Kevin Love	2.05264972985400620761007012300264398207	2.84210526315789473684210526315789473684	0.78945553330388852923203514015525075477	75
40344	01-FEB-14	Corey Brewer	1.77555726364335126825518831667947732513	3.375	1.59944273635664873174481168332052267487	66
40347	01-FEB-14	Ronny Turiaf	1.46511627906976744186046511627906976744	6.26086956521739130434782608695652173913	4.79575328614762386248736097067745197169	51
40345	01-FEB-14	Ricky Rubio	3.18194070080862533692722371967654986523	3.375	0.19305929919137466307277628032345013477	59
40348	01-FEB-14	Dante Cunningham	0.831122448979591836734693877551020408164	0	-0.831122448979591836734693877551020408164	43
40327	01-FEB-14	Thabo Sefolosha	1.14586070959264126149802890932982917214	1.28571428571428571428571428571428571429	0.13985357612164445278768537638445654215	66
40325	01-FEB-14	Reggie Jackson	2.81343378878814966160132805516536840761	8.22857142857142857142857142857142857143	5.41513763978327890982724337340606016382	70
40326	01-FEB-14	Serge Ibaka	1.62838290140575690924739409008319785789	0	-1.62838290140575690924739409008319785789	62
40324	01-FEB-14	Kevin Durant	3.1618569636135508155583437892095357591	4.73684210526315789473684210526315789474	1.57498514164960707917849831605362213564	68
40328	01-FEB-14	Kendrick Perkins	2.50286568651881385497134313481186145029	5.4	2.89713431348118614502865686518813854971	43
40330	01-FEB-14	Perry Jones	1.26779163609684519442406456346294937638	0	-1.26779163609684519442406456346294937638	43
40329	01-FEB-14	Jeremy Lamb	1.49881610102604577742699289660615627466	0	-1.49881610102604577742699289660615627466	44
40308	01-FEB-14	Paul Pierce	2.33941368078175895765472312703583061889	2.18181818181818181818181818181818181818	-0.15759549896357713947290494521764880071	64
40307	01-FEB-14	Shaun Livingston	1.9200713118407368890209478532164611499	1.02857142857142857142857142857142857143	-0.89149988326930831759237642464503257847	64
40305	01-FEB-14	Joe Johnson	1.69377990430622009569377990430622009569	2.76923076923076923076923076923076923077	1.07545086492454913507545086492454913508	66
40310	01-FEB-14	Alan Anderson	1.4033753268362253387211789874019491324	3.78947368421052631578947368421052631579	2.38609835737430097706829469680857718339	41
40306	01-FEB-14	Deron Williams	2.70962926101020154267230654391639711371	0.9230769230769230769230769230769230769216	-1.78655233793327846574922962083947403679	70
40444	01-FEB-14	Isaiah Thomas	2.88645810544738569240866331218551739225	1.89473684210526315789473684210526315789	-0.99172126334212253451392647008025423436	80
40445	01-FEB-14	Rudy Gay	2.68422729686670207116303770578863515667	0	-2.68422729686670207116303770578863515667	73
40446	01-FEB-14	Marcus Thornton	1.38521066208082545141874462596732588134	0	-1.38521066208082545141874462596732588134	69
40447	01-FEB-14	Jason Thompson	1.56186770428015564202334630350194552529	1.05882352941176470588235294117647058823	-0.50304417486839093614099336232547493706	53
40451	01-FEB-14	Quincy Acy	1.43849569078088273700705144946461217028	0	-1.43849569078088273700705144946461217028	45
40449	01-FEB-14	Derrick Williams	1.43867403314917127071823204419889502762	7.2	5.76132596685082872928176795580110497238	48
40514	01-FEB-14	Terrence Ross	1.24979658258746948738812042310821806347	1.38461538461538461538461538461538461539	0.13481880202791512799649496150716655192	63
40512	01-FEB-14	DeMar DeRozan	2.24788588024258990347655248996326983856	2.63414634146341463414634146341463414634	0.38626046122082473066978897345136430778	74
40511	01-FEB-14	Kyle Lowry	2.77431799393772389087903003582254064481	1.63636363636363636363636363636363636364	-1.13795435757408752724266639945890428117	75
40513	01-FEB-14	Jonas Valan�?iūnas	2.03620926457735048070920214758396803596	1.16129032258064516129032258064516129032	-0.87491894199670531941887956693880674564	60
40517	01-FEB-14	John Salmons	1.09221988585160708921598077500750976269	1.56521739130434782608695652173913043478	0.47299750545274073687097574673162067209	47
40516	01-FEB-14	Patrick Patterson	1.15126163810551882337066522736472810687	1.33333333333333333333333333333333333333	0.18207169522781450996266810596860522646	51
40487	01-FEB-14	Al Jefferson	1.45545796737766624843161856963613550816	2.66666666666666666666666666666666666667	1.21120869928900041823504809703053115851	66
40491	01-FEB-14	Gerald Henderson	1.7006316945893985168909640208733864323	0	-1.7006316945893985168909640208733864323	61
40489	01-FEB-14	Josh McRoberts	1.55791655869396216636434309406582016066	1.38461538461538461538461538461538461539	-0.17330117407857755097972770945043554527	62
40490	01-FEB-14	Ramon Sessions	2.50860289057123193392980041293874741913	0	-2.50860289057123193392980041293874741913	60
40488	01-FEB-14	Michael Kidd-Gilchrist	1.2357341939269473375385066744902449758	1.33333333333333333333333333333333333333	0.09759913940638599579482665884308835753	54
40494	01-FEB-14	Anthony Tolliver	1.06099608282036933407946278679350867376	0	-1.06099608282036933407946278679350867376	42
40532	01-FEB-14	Gordon Hayward	2.49467752035065748278021289918597370069	1.75609756097560975609756097560975609756	-0.73857995937504772668265192357621760313	81
40533	01-FEB-14	Enes Kanter	2.59592484784334480021169621593014024874	2.84210526315789473684210526315789473684	0.2461804153145499366304090472277544881	68
40536	01-FEB-14	Richard Jefferson	1.37410071942446043165467625899280575539	2.4	1.02589928057553956834532374100719424461	58
40535	01-FEB-14	Trey Burke	2.01651705565529622980251346499102333932	1.05882352941176470588235294117647058823	-0.95769352624353152392016052381455275109	56
40539	01-FEB-14	Alec Burks	2.09554395824969891609795262946607788037	4.5	2.40445604175030108390204737053392211963	50
40538	01-FEB-14	Diante Garrett	2.8	0	-2.8	42
40577	03-FEB-14	Victor Oladipo	2.84221723200567308828743647323011464366	4.11428571428571428571428571428571428571	1.27206848228004119742684924105559964205	73
40578	03-FEB-14	Arron Afflalo	1.62866741321388577827547592385218365062	2.11764705882352941176470588235294117647	0.48897964560964363348922995850075752585	69
40575	03-FEB-14	Glen Davis	1.77473467990414241698048613488531324889	1	-0.77473467990414241698048613488531324889	69
40576	03-FEB-14	Nikola Vu�?ević	2.17037037037037037037037037037037037037	2.05714285714285714285714285714285714286	-0.11322751322751322751322751322751322751	65
40579	03-FEB-14	Tobias Harris	1.53769779708346261247285138070121005275	1.2	-0.33769779708346261247285138070121005275	58
40580	03-FEB-14	Moe Harkless	1.39936654189461560610423265188597754103	1.8	0.40063345810538439389576734811402245897	41
40802	04-FEB-14	Lance Stephenson	2.46095649824371791407727641178059983788	9.39130434782608695652173913043478260869	6.93034784958236904244446271865418277081	60
40799	04-FEB-14	Paul George	2.91573682185455944594074644093882262409	5	2.08426317814544055405925355906117737591	63
40800	04-FEB-14	David West	2.28276409849086576648133439237490071485	2.25	-0.03276409849086576648133439237490071485	58
40801	04-FEB-14	Roy Hibbert	2.06829840246226000293126190825150227173	1.2	-0.86829840246226000293126190825150227173	56
40798	04-FEB-14	George Hill	1.56714910804442948502187815550319757657	0.972972972972972972972972972972972972972	-0.594176135071456512048905182530224603598	56
40804	04-FEB-14	C.J. Watson	1.83244033122260107160253287871407696054	1.63636363636363636363636363636363636364	-0.1960766948589647079661692423504405969	48
40803	04-FEB-14	Danny Granger	1.80935875216637781629116117850953206239	1.56521739130434782608695652173913043478	-0.24414136086202999020420465677040162761	48
40841	04-FEB-14	Jimmy Butler	1.55072737577933119214056300774607972794	1.63636363636363636363636363636363636364	0.0856362605843051714958006286175566357	81
40844	04-FEB-14	Carlos Boozer	2.21109123434704830053667262969588550984	1.125	-1.08609123434704830053667262969588550984	67
40842	04-FEB-14	Mike Dunleavy	1.32721712538226299694189602446483180428	4.73684210526315789473684210526315789474	3.40962497988089489779494608079832609046	61
40845	04-FEB-14	Kirk Hinrich	1.91084387310802405142027783537217499482	2.88	0.96915612689197594857972216462782500518	44
40843	04-FEB-14	Joakim Noah	2.38072012623726868455027973031128962846	2.91891891891891891891891891891891891892	0.53819879268165023436863918860762929046	56
40846	04-FEB-14	D.J. Augustin	2.43765903307888040712468193384223918575	3.85714285714285714285714285714285714286	1.41948382406397673573246092330061795711	59
40847	04-FEB-14	Taj Gibson	1.75130711525346669697658558763355308024	3.13043478260869565217391304347826086957	1.37912766735522895519732745584470778933	46
41000	05-FEB-14	Kyle Korver	1.44139866177422836175264407511331750486	0	-1.44139866177422836175264407511331750486	65
40999	05-FEB-14	Paul Millsap	2.4601113172541743970315398886827458256	3.1764705882352941176470588235294117647	0.7163592709811197206155189348466659391	66
40998	05-FEB-14	DeMarre Carroll	1.32621713095548034366050507680291590732	0.8780487804878048780487804878048780487804	-0.4481683504676754656117245889980378585396	69
41001	05-FEB-14	Jeff Teague	3.34583843906117447450278065793194457536	2.18181818181818181818181818181818181818	-1.16402025724299265632096247611376275718	58
41003	05-FEB-14	Mike Scott	1.6300242130750605326876513317191283293	1.44	-0.1900242130750605326876513317191283293	49
41005	05-FEB-14	Elton Brand	1.33788395904436860068259385665529010239	0	-1.33788395904436860068259385665529010239	41
41004	05-FEB-14	Lou Williams	2.49805447470817120622568093385214007782	3.42857142857142857142857142857142857143	0.93051695386325736520289049471928849361	41
40882	05-FEB-14	Steve Blake	2.36830073660147320294640589281178562357	6.3	3.93169926339852679705359410718821437643	72
40884	05-FEB-14	Robert Sacre	1.28944820909970958373668925459825750242	0	-1.28944820909970958373668925459825750242	58
40880	05-FEB-14	Ryan Kelly	1.23350253807106598984771573604060913706	1.71428571428571428571428571428571428571	0.48078317621464829586656997824510514865	63
40881	05-FEB-14	Wes Johnson	1.31349263127772213478323079124338245815	0	-1.31349263127772213478323079124338245815	79
40886	05-FEB-14	Nick Young	1.34121122599704579025110782865583456425	0	-1.34121122599704579025110782865583456425	48
40885	05-FEB-14	Kendall Marshall	3.30013221683561040105773468488320846188	1.44	-1.86013221683561040105773468488320846188	46
41020	05-FEB-14	Kevin Martin	1.80547112462006079027355623100303951368	0	-1.80547112462006079027355623100303951368	64
41017	05-FEB-14	Ricky Rubio	3.18194070080862533692722371967654986523	4.36363636363636363636363636363636363636	1.18169566282773829943641264395981377113	64
41018	05-FEB-14	Ronny Turiaf	1.46511627906976744186046511627906976744	0	-1.46511627906976744186046511627906976744	50
41016	05-FEB-14	Dante Cunningham	0.831122448979591836734693877551020408164	1.67441860465116279069767441860465116279	0.843296155671570953962980541053630754626	67
41019	05-FEB-14	Luc Richard Mbah a Moute	1.47326732673267326732673267326732673267	2.66666666666666666666666666666666666667	1.193399339933993399339933993399339934	45
40961	05-FEB-14	Channing Frye	1.34255048208113516463525559396034200473	0	-1.34255048208113516463525559396034200473	58
40958	05-FEB-14	Goran Dragić	2.76363636363636363636363636363636363636	4	1.23636363636363636363636363636363636364	71
40960	05-FEB-14	Miles Plumlee	1.94546794399410464259395725865880619012	1.38461538461538461538461538461538461539	-0.56085255937872002720934187404342157473	57
40957	05-FEB-14	P.J. Tucker	1.34612031386224934612031386224934612031	0	-1.34612031386224934612031386224934612031	63
40959	05-FEB-14	Gerald Green	1.9130129779024903542616625745352507892	2.32258064516129032258064516129032258064	0.40956766725879996831898258675507179144	57
40962	05-FEB-14	Markieff Morris	2.35594886922320550639134709931170108161	1.56521739130434782608695652173913043478	-0.79073147791885768030439057757257064683	53
40963	05-FEB-14	Leandro Barbosa	1.73221757322175732217573221757322175732	0	-1.73221757322175732217573221757322175732	43
41118	06-FEB-14	Danny Green	1.45080831408775981524249422632794457275	2.05714285714285714285714285714285714286	0.60633454305509732761464863081491257011	81
41122	06-FEB-14	Tiago Splitter	1.88891732787304837471205528538520604044	2.88	0.99108267212695162528794471461479395956	59
41119	06-FEB-14	Cory Joseph	1.57733487069675506506341624114643386592	2.05714285714285714285714285714285714286	0.47980798644610207779372661599642327694	63
41120	06-FEB-14	Marco Belinelli	1.52453825857519788918205804749340369393	1.05882352941176470588235294117647058823	-0.4657147291634331832997051063169331057	72
41123	06-FEB-14	Patrick Mills	1.82029177718832891246684350132625994695	0	-1.82029177718832891246684350132625994695	43
41121	06-FEB-14	Nando De Colo	2.80239520958083832335329341317365269461	4	1.19760479041916167664670658682634730539	44
41260	07-FEB-14	Shaun Livingston	1.9200713118407368890209478532164611499	2.4	0.4799286881592631109790521467835388501	46
41256	07-FEB-14	Deron Williams	2.70962926101020154267230654391639711371	4.32	1.61037073898979845732769345608360288629	55
41257	07-FEB-14	Joe Johnson	1.69377990430622009569377990430622009569	3.27272727272727272727272727272727272727	1.57894736842105263157894736842105263158	50
41258	07-FEB-14	Paul Pierce	2.33941368078175895765472312703583061889	0	-2.33941368078175895765472312703583061889	41
41261	07-FEB-14	Alan Anderson	1.4033753268362253387211789874019491324	1.16129032258064516129032258064516129032	-0.24208500425558017743085640675678784208	61
41262	07-FEB-14	Mason Plumlee	2.43170933113129644921552436003303055326	2.48275862068965517241379310344827586207	0.05104928955835872319826874341524530881	40
41425	08-FEB-14	Nicolas Batum	2.59034116083296411165263624280017722641	4.23529411764705882352941176470588235294	1.64495295681409471187677552190570512653	79
41427	08-FEB-14	Damian Lillard	2.77826398281486196196992600843344737052	3.48387096774193548387096774193548387097	0.70560698492707352190104173350203650045	76
41424	08-FEB-14	LaMarcus Aldridge	1.65056169513197552287880171705178555119	1.05882352941176470588235294117647058823	-0.59173816572021081699644877587531496296	74
41428	08-FEB-14	Robin Lopez	1.69430393666153507807345502529140092369	0	-1.69430393666153507807345502529140092369	70
41426	08-FEB-14	Wesley Matthews	1.38939338903014892844169996367598982928	0	-1.38939338903014892844169996367598982928	72
