SECOND_GAME	GAME_DATE	PLAYER_NAME	AVG_THREE_ATT_PER36	THREE_ATT_PER36	CHANGE_IN_THPAP36	COMBINED_MINUTES
649	03-NOV-12	Jeremy Lin	3.8231888151391046462364072871063409123	3.89189189189189189189189189189189189189	0.06870307675278724565548460478555097959	77
650	03-NOV-12	Omer Asik	0.0131723380900109769484083424807903402854	0	-0.0131723380900109769484083424807903402854	70
646	03-NOV-12	Chandler Parsons	5.01607250755287009063444108761329305136	3.06382978723404255319148936170212765958	-1.95224272031882753744295172591116539178	78
648	03-NOV-12	Patrick Patterson	4.35244906220483065713129132370800161922	1.89473684210526315789473684210526315789	-2.45771222009956749923655448160273846133	67
651	03-NOV-12	Carlos Delfino	8.9563812600969305331179321486268174475	9	0.0436187399030694668820678513731825525	46
581	03-NOV-12	LeBron James	4.15005635163419739172436000644018676542	0.9230769230769230769230769230769230769216	-3.2269794285572743148012830833632636885	76
582	03-NOV-12	Dwyane Wade	1.48808876318938322636788861089959751985	1.05882352941176470588235294117647058823	-0.42926523377761852048553566972312693162	69
580	03-NOV-12	Chris Bosh	2.92550790067720090293453724604966139955	2.76923076923076923076923076923076923077	-0.15627713144643167216530647681889216878	66
584	03-NOV-12	Shane Battier	5.86563706563706563706563706563706563706	8.57142857142857142857142857142857142857	2.70579150579150579150579150579150579151	45
583	03-NOV-12	Mario Chalmers	4.25915492957746478873239436619718309859	2.11764705882352941176470588235294117647	-2.14150787075393537696768848384424192212	54
585	03-NOV-12	Ray Allen	5.71866028708133971291866028708133971292	12.41379310344827586206896551724137931035	6.69513281636693614915030523016003959743	56
