SECOND_GAME	GAME_DATE	PLAYER_NAME	AVG_STEALS_PER36	STEALS_PER36	CHANGE_IN_SP36	COMBINED_MINUTES
661	03-NOV-12	Ben Gordon	0.7826086956521739130434782608695652173924	1.89473684210526315789473684210526315789	1.1121281464530892448512585812356979405	41
660	03-NOV-12	Ramon Sessions	0.9600825877494838265657260839642119752248	0	-0.9600825877494838265657260839642119752248	49
692	03-NOV-12	Monta Ellis	1.89084507042253521126760563380281690141	1	-0.89084507042253521126760563380281690141	73
694	03-NOV-12	Tobias Harris	0.8488985417313062364256903506050263729452	0	-0.8488985417313062364256903506050263729452	46
691	03-NOV-12	Brandon Jennings	1.46001719690455717970765262252794496991	1.94594594594594594594594594594594594595	0.48592874904138876623829332341800097604	66
693	03-NOV-12	Ersan Ilyasova	1.11581569115815691158156911581569115816	0	-1.11581569115815691158156911581569115816	52
696	03-NOV-12	Mike Dunleavy	0.7645259938837920489296636085626911314984	2.05714285714285714285714285714285714286	1.29261686325906509392747924858016601136	58
698	03-NOV-12	Ekpe Udoh	1.26082949308755760368663594470046082949	1.56521739130434782608695652173913043478	0.30438789821679022240032057703866960529	46
697	03-NOV-12	Larry Sanders	1.06208718626155878467635402906208718626	0	-1.06208718626155878467635402906208718626	52
530	03-NOV-12	Rajon Rondo	1.79330855018587360594795539033457249071	1.8	0.00669144981412639405204460966542750929	81
534	03-NOV-12	Courtney Lee	1.30839936608557844690966719492868462758	1.24137931034482758620689655172413793104	-0.06702005574075086070277064320454669654	62
531	03-NOV-12	Paul Pierce	1.12573289902280130293159609120521172638	0	-1.12573289902280130293159609120521172638	63
535	03-NOV-12	Brandon Bass	0.6388489208633093525179856115107913669048	1.28571428571428571428571428571428571429	0.6468653648509763617677286742034943473852	55
533	03-NOV-12	Kevin Garnett	1.55686065136145221569674319273892151628	0	-1.55686065136145221569674319273892151628	55
537	03-NOV-12	Jeff Green	0.8928457869634340222575516693163751987264	2.25	1.35715421303656597774244833068362480127	43
536	03-NOV-12	Jason Terry	1.30425378514780100937274693583273251622	4.23529411764705882352941176470588235294	2.93104033249925781415666482887314983672	42
532	03-NOV-12	Jared Sullinger	0.9973900823127885966673358763300542059812	1.2	0.2026099176872114033326641236699457940188	48
624	03-NOV-12	Joakim Noah	1.09482140295509969875197245732319609812	0.8372093023255813953488372093023255813956	-0.2576121006295183034031352480208705167244	75
623	03-NOV-12	Luol Deng	1.03914923454481710879981301858127848545	0.8372093023255813953488372093023255813956	-0.2019399322192357134509758092789529040544	74
627	03-NOV-12	Richard Hamilton	0.886898096304591265397536394176931690928	0	-0.886898096304591265397536394176931690928	46
625	03-NOV-12	Carlos Boozer	0.8944543828264758497316636851520572450796	0	-0.8944543828264758497316636851520572450796	53
626	03-NOV-12	Kirk Hinrich	1.11963508189923284262906904416338378603	7.5	6.38036491810076715737093095583661621397	41
629	03-NOV-12	Nate Robinson	1.47197744095875925273175890024673951357	4.5	3.02802255904124074726824109975326048643	51
628	03-NOV-12	Marco Belinelli	0.8596306068601583113456464379947229551468	1.24137931034482758620689655172413793104	0.3817487034846692748612501137294149758932	50
681	03-NOV-12	Anderson Varejao	1.33564493758668515950069348127600554785	1	-0.33564493758668515950069348127600554785	66
683	03-NOV-12	Kyrie Irving	1.40304546906612714300926418911723991055	2.18181818181818181818181818181818181818	0.77877271275205467517255399270094190763	63
682	03-NOV-12	Alonzo Gee	1.50824175824175824175824175824175824176	2	0.49175824175824175824175824175824175824	61
685	03-NOV-12	Dion Waiters	1.26114649681528662420382165605095541401	1.24137931034482758620689655172413793104	-0.01976718647045903799692510432681748297	54
684	03-NOV-12	Tristan Thompson	0.6309677419354838709677419354838709677412	1.2	0.5690322580645161290322580645161290322588	54
686	03-NOV-12	Daniel Gibson	1.20348837209302325581395348837209302326	1.71428571428571428571428571428571428571	0.51079734219269102990033222591362126245	42
647	03-NOV-12	James Harden	1.69227041434456021322994911558032469106	0.8780487804878048780487804878048780487804	-0.8142216338567553351811686277754466422796	81
649	03-NOV-12	Jeremy Lin	1.39810761191922044908911170738596243469	2.91891891891891891891891891891891891892	1.52081130699969846982980721153295648423	77
650	03-NOV-12	Omer Asik	0.559824368825466520307354555433589462128	0	-0.559824368825466520307354555433589462128	70
646	03-NOV-12	Chandler Parsons	1.01800604229607250755287009063444108761	0.765957446808510638297872340425531914894	-0.252048595487561869254997750208909172716	78
648	03-NOV-12	Patrick Patterson	0.9812440966131426258264741600323842936164	0.9473684210526315789473684210526315789468	-0.0338756755605110468791057389797527146696	67
651	03-NOV-12	Carlos Delfino	1.48303715670436187399030694668820678514	1.8	0.31696284329563812600969305331179321486	46
581	03-NOV-12	LeBron James	1.48671711479632909354371276767026243761	0	-1.48671711479632909354371276767026243761	76
582	03-NOV-12	Dwyane Wade	1.53508103992167953877950614598063744153	2.11764705882352941176470588235294117647	0.58256601890184987298519973637230373494	69
580	03-NOV-12	Chris Bosh	0.9480812641083521444695259593679458239288	0.9230769230769230769230769230769230769216	-0.0250043410314290675464490362910227470072	66
584	03-NOV-12	Shane Battier	1.0007722007722007722007722007722007722	0	-1.0007722007722007722007722007722007722	45
583	03-NOV-12	Mario Chalmers	2.05714285714285714285714285714285714286	3.1764705882352941176470588235294117647	1.11932773109243697478991596638655462184	54
585	03-NOV-12	Ray Allen	1.04497607655502392344497607655502392344	2.48275862068965517241379310344827586207	1.43778254413463124896881702689325193863	56
702	03-NOV-12	Mo Williams	0.9717223650385604113110539845758354755796	1.84615384615384615384615384615384615385	0.8744314811152857425350998615780106782704	70
706	03-NOV-12	Marvin Williams	0.9787525702535983550376970527758738862228	0	-0.9787525702535983550376970527758738862228	54
704	03-NOV-12	Al Jefferson	0.998745294855708908406524466750313676286	1.02857142857142857142857142857142857143	0.029826133715719663022046961821114895144	63
703	03-NOV-12	Gordon Hayward	1.22479649342517219787100814026299311209	3	1.77520350657482780212899185973700688791	62
705	03-NOV-12	Paul Millsap	1.76252319109461966604823747680890538033	3.48387096774193548387096774193548387097	1.72134777664731581782273026512657849064	56
707	03-NOV-12	Randy Foye	1.01932584269662921348314606741573033708	0	-1.01932584269662921348314606741573033708	52
708	03-NOV-12	Derrick Favors	1.15503609487796493640426263320728772774	0	-1.15503609487796493640426263320728772774	46
613	03-NOV-12	Greivis Vasquez	0.823013907410935416269765669651362164222	0	-0.823013907410935416269765669651362164222	73
615	03-NOV-12	Robin Lopez	0.3641961733010776336045744446888058060248	1.09090909090909090909090909090909090909	0.7267129176080132754863346462202851030652	69
616	03-NOV-12	Al-Farouq Aminu	1.41201117318435754189944134078212290503	2.66666666666666666666666666666666666667	1.25465549348230912476722532588454376164	61
614	03-NOV-12	Austin Rivers	1.02116402116402116402116402116402116402	3.1764705882352941176470588235294117647	2.15530656707127295362589480236539060068	63
612	03-NOV-12	Ryan Anderson	0.6177138531415594246782740348221044663144	0	-0.6177138531415594246782740348221044663144	73
554	03-NOV-12	Jason Thompson	0.6023346303501945525291828793774319066148	0	-0.6023346303501945525291828793774319066148	58
552	03-NOV-12	Tyreke Evans	1.46503358356380877123666534966416436191	2.45454545454545454545454545454545454546	0.98951187098164577421788010488129018355	74
555	03-NOV-12	Isaiah Thomas	1.17348501422008313279369940931962371472	1.56521739130434782608695652173913043478	0.39173237708426469329325711241950672006	49
553	03-NOV-12	DeMarcus Cousins	1.62312980186008896077638495754144763445	3.42857142857142857142857142857142857143	1.80544162671133961065218647102998093698	67
556	03-NOV-12	James Johnson	1.31515151515151515151515151515151515151	1.8	0.48484848484848484848484848484848484849	41
557	03-NOV-12	Marcus Thornton	1.28460877042132416165090283748925193465	1.71428571428571428571428571428571428571	0.42967694386439012406338287679646235106	70
559	03-NOV-12	Chuck Hayes	1.20070216500877706260971328262141603277	0	-1.20070216500877706260971328262141603277	54
558	03-NOV-12	Aaron Brooks	1.09666937449228269699431356620633631194	1.02857142857142857142857142857142857143	-0.06809794592085412556574213763490774051	42
637	03-NOV-12	Damian Lillard	0.9709602991486991805235102235659161428904	0	-0.9709602991486991805235102235659161428904	80
634	03-NOV-12	Nicolas Batum	1.08143553389455028799291094373061586176	4.8	3.71856446610544971200708905626938413824	82
635	03-NOV-12	LaMarcus Aldridge	0.7200657594300849392638597132158187962384	0.8571428571428571428571428571428571428568	0.1370770977127722035932831439270383466184	78
636	03-NOV-12	Wesley Matthews	1.20632037776970577551761714493280058118	1.71428571428571428571428571428571428571	0.50796533651600851019666856935291370453	77
638	03-NOV-12	J.J. Hickson	0.8566013897662665824384080859128237523688	0	-0.8566013897662665824384080859128237523688	62
735	03-NOV-12	Chris Paul	2.29787234042553191489361702127659574468	1.09090909090909090909090909090909090909	-1.20696324951644100580270793036750483559	67
734	03-NOV-12	Blake Griffin	1.04702260906485511092240738775076955737	2.84210526315789473684210526315789473684	1.79508265409303962591969787540712517947	71
736	03-NOV-12	Caron Butler	1.04628632938643702906350914962325080732	0	-1.04628632938643702906350914962325080732	57
737	03-NOV-12	DeAndre Jordan	0.8724489795918367346938775510204081632656	0	-0.8724489795918367346938775510204081632656	45
739	03-NOV-12	Jamal Crawford	1.06822429906542056074766355140186915888	0	-1.06822429906542056074766355140186915888	63
740	03-NOV-12	Matt Barnes	1.22981366459627329192546583850931677019	0	-1.22981366459627329192546583850931677019	52
723	03-NOV-12	Stephen Curry	1.88499442968549147313394463964349987145	2.51162790697674418604651162790697674419	0.62663347729125271291256698826347687274	86
725	03-NOV-12	Klay Thompson	0.9473684210526315789473684210526315789468	1.28571428571428571428571428571428571429	0.3383458646616541353383458646616541353432	66
724	03-NOV-12	David Lee	0.8230452674897119341563786008230452674884	0	-0.8230452674897119341563786008230452674884	64
727	03-NOV-12	Harrison Barnes	0.8824205285331290693220988127154346993476	0	-0.8824205285331290693220988127154346993476	43
728	03-NOV-12	Jarrett Jack	1.03910137921228494241433243281672117162	1.125	0.08589862078771505758566756718327882838	59
729	03-NOV-12	Carl Landry	0.622881355932203389830508474576271186442	0	-0.622881355932203389830508474576271186442	56
726	03-NOV-12	Festus Ezeli	0.7576791808873720136518771331058020477808	0	-0.7576791808873720136518771331058020477808	41
803	04-NOV-12	Kyle Lowry	1.6169743731055387158996968861945439515	3.375	1.7580256268944612841003031138054560485	72
805	04-NOV-12	Andrea Bargnani	0.399284436493738819320214669051878354204	0	-0.399284436493738819320214669051878354204	58
804	04-NOV-12	DeMar DeRozan	1.0916545656444862048347142735115742718	3.375	2.2833454343555137951652857264884257282	66
807	04-NOV-12	Landry Fields	1.26952141057934508816120906801007556675	1.71428571428571428571428571428571428571	0.44476430370636919755307664627563871896	43
810	04-NOV-12	Amir Johnson	1.07904278462654097171863669325598259608	3.13043478260869565217391304347826086957	2.05139199798215468045527635022227827349	40
808	04-NOV-12	Alan Anderson	1.10387449488946993106726883765153315902	0	-1.10387449488946993106726883765153315902	44
870	05-NOV-12	Jrue Holiday	1.69347496206373292867981790591805766313	2.05714285714285714285714285714285714286	0.36366789507912421417732495122479947973	75
873	05-NOV-12	Evan Turner	1.10002037074760643715624363414137298839	0	-1.10002037074760643715624363414137298839	64
872	05-NOV-12	Thaddeus Young	1.87328829651268942851926236991053496439	1.24137931034482758620689655172413793104	-0.63190898616786184231236581818639703335	65
878	05-NOV-12	Lavoy Allen	0.5827202018078620979608997267185200756792	0	-0.5827202018078620979608997267185200756792	42
871	05-NOV-12	Dorell Wright	1.10565110565110565110565110565110565111	0	-1.10565110565110565110565110565110565111	67
875	05-NOV-12	Nick Young	0.9512555391432791728212703101920236336788	0	-0.9512555391432791728212703101920236336788	61
859	05-NOV-12	Carmelo Anthony	0.875649084449303088275485105220005465974	0	-0.875649084449303088275485105220005465974	69
861	05-NOV-12	Raymond Felton	1.36166595835104122396940076498087547811	1.56521739130434782608695652173913043478	0.20355143295330660211755575675825495667	53
858	05-NOV-12	Ronnie Brewer	1.66007905138339920948616600790513833992	1.09090909090909090909090909090909090909	-0.56916996047430830039525691699604743083	59
862	05-NOV-12	Jason Kidd	2.2758620689655172413793103448275862069	2	-0.2758620689655172413793103448275862069	43
860	05-NOV-12	Tyson Chandler	0.720464816010329244673983214977404777274	0	-0.720464816010329244673983214977404777274	49
863	05-NOV-12	J.R. Smith	1.22714479307828625039091003856979047222	2.11764705882352941176470588235294117647	0.89050226574524316137379584378315070425	69
865	05-NOV-12	Steve Novak	0.6012526096033402922755741127348643006252	0	-0.6012526096033402922755741127348643006252	46
864	05-NOV-12	Pablo Prigioni	2.00522193211488250652741514360313315927	2.88	0.87477806788511749347258485639686684073	40
885	05-NOV-12	Marcin Gortat	0.627140453330693853310897753142630901714	0	-0.627140453330693853310897753142630901714	62
884	05-NOV-12	Goran Dragić	1.28695652173913043478260869565217391304	2.48275862068965517241379310344827586207	1.19580209895052473763118440779610194903	64
883	05-NOV-12	Michael Beasley	0.9102079395085066162570888468809073724016	1.24137931034482758620689655172413793104	0.3311713708363209699498077048432305586384	63
882	05-NOV-12	Luis Scola	0.972103004291845493562231759656652360516	1.09090909090909090909090909090909090909	0.118806086617245415528677331252438548574	65
886	05-NOV-12	Jared Dudley	1.25325936199722607489597780859916782247	1.56521739130434782608695652173913043478	0.31195802930712175119097871313996261231	48
888	05-NOV-12	Shannon Brown	1.68499257057949479940564635958395245171	1.71428571428571428571428571428571428571	0.029293143706219486308639354701761834	41
887	05-NOV-12	Markieff Morris	1.30186823992133726647000983284169124877	2.76923076923076923076923076923076923077	1.467362529309431964299220936389077982	42
911	05-NOV-12	Luke Ridnour	1.08091024020227560050568900126422250316	3.78947368421052631578947368421052631579	2.70856344400825071528378468294630381263	51
908	05-NOV-12	Andrei Kirilenko	1.60183486238532110091743119266055045872	1.09090909090909090909090909090909090909	-0.51092577147623019182652210175145954963	62
910	05-NOV-12	Nikola Pekovic	0.6876989869753979739507959479015918958016	1.38461538461538461538461538461538461539	0.6969163976399866414338194367137927195884	55
912	05-NOV-12	Derrick Williams	0.8154696132596685082872928176795580110504	0	-0.8154696132596685082872928176795580110504	44
909	05-NOV-12	Brandon Roy	1.16129032258064516129032258064516129032	0	-1.16129032258064516129032258064516129032	51
916	05-NOV-12	Alexey Shved	1.29294677628732150584162700129813933362	2	0.70705322371267849415837299870186066638	40
915	05-NOV-12	Chase Budinger	0.9745222929936305732484076433121019108272	1.38461538461538461538461538461538461539	0.4100930916217540421362077413032827045628	47
914	05-NOV-12	Dante Cunningham	1.0423469387755102040816326530612244898	2.76923076923076923076923076923076923077	1.72688383045525902668759811616954474097	45
1243	07-NOV-12	Nikola Vu�?ević	1.05185185185185185185185185185185185185	0	-1.05185185185185185185185185185185185185	60
1242	07-NOV-12	Glen Davis	1.29407737076343717904827114002054091065	0	-1.29407737076343717904827114002054091065	55
1240	07-NOV-12	Arron Afflalo	0.4756998880179171332586786114221724524088	0	-0.4756998880179171332586786114221724524088	62
1239	07-NOV-12	E'Twaun Moore	1.21833499928602027702413251463658432101	1	-0.21833499928602027702413251463658432101	69
1246	07-NOV-12	J.J. Redick	0.6536810828656322218553978210630571145584	0	-0.6536810828656322218553978210630571145584	54
1284	07-NOV-12	Jonas Valan�?iūnas	0.5304032962916718691472093894368835060544	0	-0.5304032962916718691472093894368835060544	42
1280	07-NOV-12	DeMar DeRozan	1.0916545656444862048347142735115742718	0	-1.0916545656444862048347142735115742718	68
1281	07-NOV-12	Andrea Bargnani	0.399284436493738819320214669051878354204	1.84615384615384615384615384615384615385	1.44686940966010733452593917710196779965	64
1282	07-NOV-12	Jose Calderon	1.04642302807958233385071257231550726683	1.09090909090909090909090909090909090909	0.04448606282950857524019651859358364226	53
1324	07-NOV-12	Rodney Stuckey	0.9440663900414937759336099585062240663904	1.05882352941176470588235294117647058823	0.1147571393702709299487429826702465218396	73
1322	07-NOV-12	Greg Monroe	1.37758080207545130256188520159982704572	0.9	-0.47758080207545130256188520159982704572	75
1325	07-NOV-12	Brandon Knight	1.14152367879203843514070006863417982155	0	-1.14152367879203843514070006863417982155	66
1326	07-NOV-12	Tayshaun Prince	0.7658238884045335658238884045335658238888	1.33333333333333333333333333333333333333	0.5675094449287997675094449287997675094412	56
1323	07-NOV-12	Jason Maxiell	0.6752813672363484785327219674864526886216	0	-0.6752813672363484785327219674864526886216	57
1329	07-NOV-12	Jonas Jerebko	0.9877585479105107640354579991557619248636	0	-0.9877585479105107640354579991557619248636	40
1327	07-NOV-12	Kyle Singler	0.8434634974533106960950764006791171477068	1.44	0.5965365025466893039049235993208828522932	44
1264	07-NOV-12	Ty Lawson	1.42378087802380647638551132727505439652	2.84210526315789473684210526315789473684	1.41832438513408826045659393588284034032	77
1265	07-NOV-12	Andre Iguodala	1.55005790083166649120960101063269817876	2.84210526315789473684210526315789473684	1.29204736232622824563250425252519655808	74
1263	07-NOV-12	Danilo Gallinari	0.9098660170523751522533495736906211936668	0	-0.9098660170523751522533495736906211936668	73
1267	07-NOV-12	Kosta Koufos	0.9080779944289693593314763231197771587752	1.71428571428571428571428571428571428571	0.8062077198567449263828093911659371269348	51
1266	07-NOV-12	Kenneth Faried	1.10507674144037780401416765053128689492	1.02857142857142857142857142857142857143	-0.07650531286894923258559622195985832349	58
1268	07-NOV-12	Andre Miller	1.19578719956791790440183634890629219552	0	-1.19578719956791790440183634890629219552	50
1269	07-NOV-12	Corey Brewer	2.03382013835511145272867025365103766334	3.27272727272727272727272727272727272727	1.23890713437216127454405701907623506393	42
1408	08-NOV-12	Blake Griffin	1.04702260906485511092240738775076955737	4.15384615384615384615384615384615384615	3.10682354478129873523143876609538428878	56
1406	08-NOV-12	Chris Paul	2.29787234042553191489361702127659574468	3.1764705882352941176470588235294117647	0.87859824780976220275344180225281602002	63
1407	08-NOV-12	DeAndre Jordan	0.8724489795918367346938775510204081632656	0	-0.8724489795918367346938775510204081632656	55
1409	08-NOV-12	Caron Butler	1.04628632938643702906350914962325080732	0	-1.04628632938643702906350914962325080732	42
1411	08-NOV-12	Jamal Crawford	1.06822429906542056074766355140186915888	1.28571428571428571428571428571428571429	0.21748998664886515353805073431241655541	55
1412	08-NOV-12	Matt Barnes	1.22981366459627329192546583850931677019	0	-1.22981366459627329192546583850931677019	54
1592	09-NOV-12	Thabo Sefolosha	1.80814717477003942181340341655716162943	0	-1.80814717477003942181340341655716162943	64
1588	09-NOV-12	Kevin Durant	1.11632909123498834916651729700663201291	0.9473684210526315789473684210526315789468	-0.1689606701823567702191488759540004339632	76
1589	09-NOV-12	Serge Ibaka	0.5164004972745529310509706416754327244912	0	-0.5164004972745529310509706416754327244912	72
1590	09-NOV-12	Russell Westbrook	1.99982022471910112359550561797752808989	1.16129032258064516129032258064516129032	-0.83852990213845596230518303733236679957	67
1591	09-NOV-12	Kendrick Perkins	0.7625218041365561923747819586344380762516	1.24137931034482758620689655172413793104	0.4788575062082713938321145930896998547884	49
1593	09-NOV-12	Kevin Martin	1.03951367781155015197568389057750759878	3.27272727272727272727272727272727272727	2.23321359491572257529704338214976512849	64
1824	10-NOV-12	Monta Ellis	1.89084507042253521126760563380281690141	1.89473684210526315789473684210526315789	0.00389177168272794662713120830244625648	70
1823	10-NOV-12	Brandon Jennings	1.46001719690455717970765262252794496991	1.71428571428571428571428571428571428571	0.2542685173811571060066330917577693158	73
1825	10-NOV-12	Ersan Ilyasova	1.11581569115815691158156911581569115816	0	-1.11581569115815691158156911581569115816	54
1832	10-NOV-12	Mike Dunleavy	0.7645259938837920489296636085626911314984	0	-0.7645259938837920489296636085626911314984	47
1828	10-NOV-12	Larry Sanders	1.06208718626155878467635402906208718626	0	-1.06208718626155878467635402906208718626	57
1831	10-NOV-12	Ekpe Udoh	1.26082949308755760368663594470046082949	0	-1.26082949308755760368663594470046082949	46
1725	10-NOV-12	A.J. Price	0.8845867460908413998510796723752792256132	0	-0.8845867460908413998510796723752792256132	73
1727	10-NOV-12	Emeka Okafor	0.8055077452667814113597246127366609294336	0	-0.8055077452667814113597246127366609294336	68
1726	10-NOV-12	Bradley Beal	1.14663681693293985957057087615752518571	1.02857142857142857142857142857142857143	-0.11806538836151128814199944758609661428	69
1729	10-NOV-12	Trevor Ariza	1.81426202321724709784411276948590381426	5.53846153846153846153846153846153846154	3.72419951524429136369434876897563464728	58
1728	10-NOV-12	Trevor Booker	1.184824902723735408560311284046692607	0	-1.184824902723735408560311284046692607	58
1706	10-NOV-12	Jrue Holiday	1.69347496206373292867981790591805766313	2.05714285714285714285714285714285714286	0.36366789507912421417732495122479947973	77
1707	10-NOV-12	Thaddeus Young	1.87328829651268942851926236991053496439	1.05882352941176470588235294117647058823	-0.81446476710092472263690942873406437616	75
1705	10-NOV-12	Evan Turner	1.10002037074760643715624363414137298839	0.972972972972972972972972972972972972972	-0.127047397774633464183270661168400015418	78
1708	10-NOV-12	Dorell Wright	1.10565110565110565110565110565110565111	1.33333333333333333333333333333333333333	0.22768222768222768222768222768222768222	63
1709	10-NOV-12	Lavoy Allen	0.5827202018078620979608997267185200756792	0	-0.5827202018078620979608997267185200756792	44
1711	10-NOV-12	Spencer Hawes	0.6124532153793807417488941816944538958844	0	-0.6124532153793807417488941816944538958844	45
1710	10-NOV-12	Nick Young	0.9512555391432791728212703101920236336788	0	-0.9512555391432791728212703101920236336788	50
1813	10-NOV-12	Rajon Rondo	1.79330855018587360594795539033457249071	0.972972972972972972972972972972972972972	-0.820335577212900632974982417361599517738	79
1814	10-NOV-12	Paul Pierce	1.12573289902280130293159609120521172638	1.02857142857142857142857142857142857143	-0.09716147045137273150302466263378315495	71
1816	10-NOV-12	Kevin Garnett	1.55686065136145221569674319273892151628	0	-1.55686065136145221569674319273892151628	62
1818	10-NOV-12	Courtney Lee	1.30839936608557844690966719492868462758	0	-1.30839936608557844690966719492868462758	47
1817	10-NOV-12	Jason Terry	1.30425378514780100937274693583273251622	0	-1.30425378514780100937274693583273251622	51
1815	10-NOV-12	Brandon Bass	0.6388489208633093525179856115107913669048	0	-0.6388489208633093525179856115107913669048	54
1819	10-NOV-12	Jeff Green	0.8928457869634340222575516693163751987264	1.44	0.5471542130365659777424483306836248012736	43
1746	10-NOV-12	Darren Collison	1.52236812819942132205653238370799020699	0	-1.52236812819942132205653238370799020699	69
1749	10-NOV-12	Jae Crowder	1.53037353791975852094076216828071940636	0	-1.53037353791975852094076216828071940636	46
1745	10-NOV-12	O.J. Mayo	1.10905310905310905310905310905310905311	0.8372093023255813953488372093023255813956	-0.2718438067275276577602158997507834717144	71
