SECOND_GAME	GAME_DATE	PLAYER_NAME	AVG_TWO_ATT_PER36	TWO_ATT_PER36	CHANGE_IN_TPAP36	COMBINED_MINUTES
691	03-NOV-12	Brandon Jennings	8.6311263972484952708512467755803955288	7.78378378378378378378378378378378378378	-0.84734261346471148706746299179661174502	66
693	03-NOV-12	Ersan Ilyasova	9.25529265255292652552926525529265255293	5.33333333333333333333333333333333333333	-3.9219593192195931921959319219593192196	52
696	03-NOV-12	Mike Dunleavy	5.29663608562691131498470948012232415902	5.14285714285714285714285714285714285714	-0.15377894276976845784185233726518130188	58
698	03-NOV-12	Ekpe Udoh	6.75207373271889400921658986175115207373	6.26086956521739130434782608695652173913	-0.4912041675015027048687637747946303346	46
697	03-NOV-12	Larry Sanders	10.68428005284015852047556142668428005284	10.8	0.11571994715984147952443857331571994716	52
530	03-NOV-12	Rajon Rondo	9.14498141263940520446096654275092936803	7.2	-1.94498141263940520446096654275092936803	81
534	03-NOV-12	Courtney Lee	6.94516640253565768621236133122028526149	3.7241379310344827586206896551724137931	-3.22102847150117492759167167604787146839	62
531	03-NOV-12	Paul Pierce	7.0123778501628664495114006514657980456	14.4	7.3876221498371335504885993485342019544	63
535	03-NOV-12	Brandon Bass	10.44028776978417266187050359712230215827	7.71428571428571428571428571428571428571	-2.72600205549845837615621788283658787256	55
533	03-NOV-12	Kevin Garnett	12.39722370528563801388147357180993059263	18.62068965517241379310344827586206896552	6.22346594988677577922197470405213837289	55
537	03-NOV-12	Jeff Green	9.64578696343402225755166931637519872814	18	8.35421303656597774244833068362480127186	43
536	03-NOV-12	Jason Terry	3.28334534967555875991348233597692862293	12.70588235294117647058823529411764705882	9.42253700326561771067475295814071843589	42
532	03-NOV-12	Jared Sullinger	11.93254366593053603694037341899217024694	3.6	-8.33254366593053603694037341899217024694	48
624	03-NOV-12	Joakim Noah	8.47970162100129106297518290058815091092	10.04651162790697674418604651162790697674	1.56681000690568568121086361103975606582	75
623	03-NOV-12	Luol Deng	9.06205445833820264111253944139301156947	10.04651162790697674418604651162790697674	0.98445716956877410307350707023489540727	74
627	03-NOV-12	Richard Hamilton	13.74692049272116461366181410974244120941	18.94736842105263157894736842105263157895	5.20044792833146696528555431131019036954	46
625	03-NOV-12	Carlos Boozer	16.37924865831842576028622540250447227191	11.07692307692307692307692307692307692308	-5.30232558139534883720930232558139534883	53
626	03-NOV-12	Kirk Hinrich	5.32946298984034833091436865021770682148	9	3.67053701015965166908563134978229317852	41
629	03-NOV-12	Nate Robinson	9.41557983785689108212900951709552344025	16.5	7.08442016214310891787099048290447655975	51
628	03-NOV-12	Marco Belinelli	6.9102902374670184696569920844327176781	4.96551724137931034482758620689655172414	-1.94477299608770812482940587753616595396	50
681	03-NOV-12	Anderson Varejao	9.93619972260748959778085991678224687933	13	3.06380027739251040221914008321775312067	66
683	03-NOV-12	Kyrie Irving	12.86891704823767436907677563624747098285	17.45454545454545454545454545454545454545	4.5856284063077801763777698182979835626	63
682	03-NOV-12	Alonzo Gee	6.3956043956043956043956043956043956044	8	1.6043956043956043956043956043956043956	61
685	03-NOV-12	Dion Waiters	10.85503184713375796178343949044585987261	12.41379310344827586206896551724137931035	1.55876125631451790028552602679551943774	54
684	03-NOV-12	Tristan Thompson	8.74064516129032258064516129032258064516	6	-2.74064516129032258064516129032258064516	54
686	03-NOV-12	Daniel Gibson	3.03488372093023255813953488372093023256	5.14285714285714285714285714285714285714	2.10797342192691029900332225913621262458	42
647	03-NOV-12	James Harden	10.26702204991519263387448509813423794524	15.80487804878048780487804878048780487805	5.53785599886529517100356368235356693281	81
649	03-NOV-12	Jeremy Lin	8.61234288942239796638892811749752859765	8.75675675675675675675675675675675675676	0.14441386733435879036782863925922815911	77
650	03-NOV-12	Omer Asik	7.51481888035126234906695938529088913282	7.2	-0.31481888035126234906695938529088913282	70
646	03-NOV-12	Chandler Parsons	7.70030211480362537764350453172205438066	4.59574468085106382978723404255319148936	-3.1045574339525615478562704891688628913	78
648	03-NOV-12	Patrick Patterson	5.38712724328700580218593981918769396842	13.26315789473684210526315789473684210526	7.87603065144983630307721807554914813684	67
651	03-NOV-12	Carlos Delfino	4.42003231017770597738287560581583198708	3.6	-0.82003231017770597738287560581583198708	46
581	03-NOV-12	LeBron James	13.49058122685557881178554178071164063758	14.76923076923076923076923076923076923077	1.27864954237519041898368898851912859319	76
582	03-NOV-12	Dwyane Wade	15.8520613510279560535189818340041335799	11.64705882352941176470588235294117647059	-4.20500252749854428881309948106295710931	69
580	03-NOV-12	Chris Bosh	11.7128668171557562076749435665914221219	17.53846153846153846153846153846153846154	5.82559472130578225386351797187011633964	66
584	03-NOV-12	Shane Battier	1.26486486486486486486486486486486486486	0	-1.26486486486486486486486486486486486486	45
583	03-NOV-12	Mario Chalmers	5.72716297786720321931589537223340040241	5.29411764705882352941176470588235294118	-0.43304533080837968990413066635104746123	54
585	03-NOV-12	Ray Allen	4.98373205741626794258373205741626794258	2.48275862068965517241379310344827586207	-2.50097343672661277016993895396799208051	56
702	03-NOV-12	Mo Williams	9.22365038560411311053984575835475578406	10.15384615384615384615384615384615384616	0.9301957682420407356140003954913980621	70
706	03-NOV-12	Marvin Williams	5.29266620973269362577107607950651130912	11.52	6.22733379026730637422892392049348869088	54
704	03-NOV-12	Al Jefferson	17.83688833124215809284818067754077791719	16.45714285714285714285714285714285714286	-1.37974547409930094999103782039792077433	63
703	03-NOV-12	Gordon Hayward	9.97119599248591108328115216030056355667	6	-3.97119599248591108328115216030056355667	62
705	03-NOV-12	Paul Millsap	11.74397031539888682745825602968460111317	9.29032258064516129032258064516129032258	-2.45364773475372553713567538452331079059	56
707	03-NOV-12	Randy Foye	4.64898876404494382022471910112359550562	7.2	2.55101123595505617977528089887640449438	52
708	03-NOV-12	Derrick Favors	12.69302165692677896184255757992437263665	7.82608695652173913043478260869565217391	-4.86693470040503983140777497122872046274	46
613	03-NOV-12	Greivis Vasquez	8.21642217565250523909316060201943227281	14	5.78357782434749476090683939798056772719	73
615	03-NOV-12	Robin Lopez	11.00505828018473718935561908950956674731	10.90909090909090909090909090909090909091	-0.0959673710938280984465281804186576564	69
616	03-NOV-12	Al-Farouq Aminu	6.22206703910614525139664804469273743017	8	1.77793296089385474860335195530726256983	61
614	03-NOV-12	Austin Rivers	8.1957671957671957671957671957671957672	10.58823529411764705882352941176470588235	2.39246809835045129162776221599751011515	63
612	03-NOV-12	Ryan Anderson	7.17183951551854655563966691900075700227	5.14285714285714285714285714285714285714	-2.02898237266140369849680977614361414513	73
554	03-NOV-12	Jason Thompson	9.21712062256809338521400778210116731518	9	-0.21712062256809338521400778210116731518	58
552	03-NOV-12	Tyreke Evans	12.36507309363887791386803634926906361122	12.27272727272727272727272727272727272727	-0.09234582091160518659530907654179088395	74
555	03-NOV-12	Isaiah Thomas	10.54167578210457230365346751257930430978	3.13043478260869565217391304347826086957	-7.41124099949587665147955446910104344021	49
553	03-NOV-12	DeMarcus Cousins	16.48241002830570157703194500606550748079	23.14285714285714285714285714285714285714	6.66044711455144128011091213679163537635	67
556	03-NOV-12	James Johnson	8.38181818181818181818181818181818181818	7.2	-1.18181818181818181818181818181818181818	41
557	03-NOV-12	Marcus Thornton	8.11779879621668099742046431642304385211	9.42857142857142857142857142857142857143	1.31077263235474757400810711214838471932	70
559	03-NOV-12	Chuck Hayes	5.7717963721474546518431831480397893505	2.11764705882352941176470588235294117647	-3.65414931332392524007847726568684817403	54
558	03-NOV-12	Aaron Brooks	8.23233143785540211210398050365556458164	4.11428571428571428571428571428571428571	-4.11804572356968782638969478936985029593	42
637	03-NOV-12	Damian Lillard	10.20510780491685893865860450314265255788	7.71428571428571428571428571428571428571	-2.49082209063114465294431878885693827217	80
634	03-NOV-12	Nicolas Batum	5.79955693398316349136021267168808152415	4	-1.79955693398316349136021267168808152415	82
635	03-NOV-12	LaMarcus Aldridge	17.83724541053977532194720979084847931318	24.85714285714285714285714285714285714286	7.01989744660308182090993306629437782968	78
636	03-NOV-12	Wesley Matthews	5.42026879767526334907373774064656738104	9.42857142857142857142857142857142857143	4.00830263089616522235483368792486119039	77
638	03-NOV-12	J.J. Hickson	12.1516108654453569172457359444093493367	10	-2.1516108654453569172457359444093493367	62
735	03-NOV-12	Chris Paul	10.07781155015197568389057750759878419453	7.63636363636363636363636363636363636364	-2.44144791378833932025421387123514783089	67
734	03-NOV-12	Blake Griffin	15.65566288079821674981424477231716378304	11.36842105263157894736842105263157894737	-4.28724182816663780244582371968558483567	71
736	03-NOV-12	Caron Butler	6.41334768568353067814854682454251883746	5.625	-0.78834768568353067814854682454251883746	57
737	03-NOV-12	DeAndre Jordan	7.59293002915451895043731778425655976676	6.54545454545454545454545454545454545454	-1.04747548369997349589186323880201431222	45
739	03-NOV-12	Jamal Crawford	9.60981308411214953271028037383177570093	10.125	0.51518691588785046728971962616822429907	63
740	03-NOV-12	Matt Barnes	4.90467188765865514447745071563597083446	0	-4.90467188765865514447745071563597083446	52
723	03-NOV-12	Stephen Curry	9.21210043705544605364641357442797154855	7.53488372093023255813953488372093023256	-1.67721671612521349550687869070704131599	86
725	03-NOV-12	Klay Thompson	9.6739166528308152083679229619790801926	14.14285714285714285714285714285714285714	4.46894049002632764877493418087806266454	66
724	03-NOV-12	David Lee	13.70644718792866941015089163237311385459	9.93103448275862068965517241379310344828	-3.77541270517004872049571921858001040631	64
727	03-NOV-12	Harrison Barnes	9.58942933741861355802374569130601302183	10.8	1.21057066258138644197625430869398697817	43
728	03-NOV-12	Jarrett Jack	9.1010948386179439783876013081188681928	9	-0.1010948386179439783876013081188681928	59
729	03-NOV-12	Carl Landry	11.7966101694915254237288135593220338983	18	6.2033898305084745762711864406779661017	56
726	03-NOV-12	Festus Ezeli	8.00682593856655290102389078498293515358	5.14285714285714285714285714285714285714	-2.86396879570941004388103364212579229644	41
803	04-NOV-12	Kyle Lowry	7.28465141912372554422705979608707632957	7.875	0.59034858087627445577294020391292367043	72
805	04-NOV-12	Andrea Bargnani	12.53237924865831842576028622540250447227	18	5.46762075134168157423971377459749552773	58
804	04-NOV-12	DeMar DeRozan	15.44306824976509780473221149739472110703	13.5	-1.94306824976509780473221149739472110703	66
807	04-NOV-12	Landry Fields	7.13350125944584382871536523929471032746	6.85714285714285714285714285714285714286	-0.2763584023029866858582223821518531846	43
810	04-NOV-12	Amir Johnson	8.29296591733139956490210297316896301668	10.95652173913043478260869565217391304348	2.6635558217990352177065926790049500268	40
808	04-NOV-12	Alan Anderson	5.68195864036130259091989541240789160922	6.96774193548387096774193548387096774194	1.28578329512256837682204007146307613272	44
870	05-NOV-12	Jrue Holiday	11.86603078257099501409061348363321049209	6.17142857142857142857142857142857142857	-5.69460221114242358551918491220463906352	75
873	05-NOV-12	Evan Turner	10.5345284171929109798329598696272153188	12	1.4654715828070890201670401303727846812	64
872	05-NOV-12	Thaddeus Young	11.9923315683768486397662954171991966405	14.89655172413793103448275862068965517241	2.90422015576108239471646320349045853191	65
878	05-NOV-12	Lavoy Allen	9.05108261509354635274332562539415598066	15.75	6.69891738490645364725667437460584401934	42
871	05-NOV-12	Dorell Wright	4.30466830466830466830466830466830466831	7.41176470588235294117647058823529411765	3.10709640121404827287180228356698944934	67
875	05-NOV-12	Nick Young	7.16691285081240768094534711964549483013	9.93103448275862068965517241379310344828	2.76412163194621300870982529414760861815	61
859	05-NOV-12	Carmelo Anthony	13.87264279857884667942060672314840120251	12	-1.87264279857884667942060672314840120251	69
861	05-NOV-12	Raymond Felton	8.38419039524011899702507437314067148321	12.52173913043478260869565217391304347826	4.13754873519466361167057780077237199505	53
858	05-NOV-12	Ronnie Brewer	5.0750988142292490118577075098814229249	4.36363636363636363636363636363636363636	-0.71146245059288537549407114624505928854	59
862	05-NOV-12	Jason Kidd	1.28735632183908045977011494252873563219	0	-1.28735632183908045977011494252873563219	43
860	05-NOV-12	Tyson Chandler	6.46559070367979341510652033570045190446	11.57142857142857142857142857142857142857	5.10583786774877801346490823572811952411	49
863	05-NOV-12	J.R. Smith	6.30834983842385072448660481601167517982	11.64705882352941176470588235294117647059	5.33870898510556104021927753692950129077	69
865	05-NOV-12	Steve Novak	1.70981210855949895615866388308977035491	1.63636363636363636363636363636363636364	-0.07344847219586259252230024672613399127	46
864	05-NOV-12	Pablo Prigioni	1.92167101827676240208877284595300261097	2.88	0.95832898172323759791122715404699738903	40
885	05-NOV-12	Marcin Gortat	10.91081856874195783430664159160645352865	13.33333333333333333333333333333333333333	2.42251476459137549902669174172687980468	62
884	05-NOV-12	Goran Dragić	10.54861660079051383399209486166007905138	7.44827586206896551724137931034482758621	-3.10034073872154831675071555131525146517	64
883	05-NOV-12	Michael Beasley	14.52079395085066162570888468809073724008	9.93103448275862068965517241379310344828	-4.5897594680920409360537122742976337918	63
882	05-NOV-12	Luis Scola	12.71459227467811158798283261802575107296	10.90909090909090909090909090909090909091	-1.80550136558720249707374170893484198205	65
886	05-NOV-12	Jared Dudley	4.61359223300970873786407766990291262136	10.95652173913043478260869565217391304348	6.34292950612072604474461798227100042212	48
888	05-NOV-12	Shannon Brown	10.61812778603268945022288261515601783061	10.28571428571428571428571428571428571429	-0.33241350031840373593716832944173211632	41
887	05-NOV-12	Markieff Morris	11.51229105211406096361848574237954768928	11.07692307692307692307692307692307692308	-0.4353679751909840405415626654564707662	42
911	05-NOV-12	Luke Ridnour	7.82806573957016434892541087231352718078	1.89473684210526315789473684210526315789	-5.93332889746490119103067403020826402289	51
908	05-NOV-12	Andrei Kirilenko	7.26605504587155963302752293577981651376	9.81818181818181818181818181818181818182	2.55212677231025854879065888240200166806	62
910	05-NOV-12	Nikola Pekovic	13.98321273516642547033285094066570188133	19.38461538461538461538461538461538461539	5.40140264944895914505176444394968273406	55
912	05-NOV-12	Derrick Williams	9.10939226519337016574585635359116022099	22	12.89060773480662983425414364640883977901	44
909	05-NOV-12	Brandon Roy	8.12903225806451612903225806451612903226	6.20689655172413793103448275862068965517	-1.92213570634037819799777530589543937709	51
916	05-NOV-12	Alexey Shved	7.64863695369969710082215491129381220251	6	-1.64863695369969710082215491129381220251	40
915	05-NOV-12	Chase Budinger	6.64968152866242038216560509554140127388	6.92307692307692307692307692307692307692	0.27339539441450269475747182753552180304	47
914	05-NOV-12	Dante Cunningham	7.1586734693877551020408163265306122449	15.23076923076923076923076923076923076923	8.07209576138147566718995290423861852433	45
1243	07-NOV-12	Nikola Vu�?ević	15.31481481481481481481481481481481481481	8	-7.31481481481481481481481481481481481481	60
1242	07-NOV-12	Glen Davis	13.03937007874015748031496062992125984252	17.05263157894736842105263157894736842105	4.01326150020721094073767094902610857853	55
1240	07-NOV-12	Arron Afflalo	8.69563269876819708846584546472564389698	10.28571428571428571428571428571428571429	1.59008158694608862581986882098864181731	62
1239	07-NOV-12	E'Twaun Moore	7.61844923604169641582179066114522347565	11	3.38155076395830358417820933885477652435	69
1246	07-NOV-12	J.J. Redick	7.11521954440409376031693628260151865302	14.4	7.28478045559590623968306371739848134698	54
1284	07-NOV-12	Jonas Valan�?iūnas	11.31826694968160819078536646272942939193	14.4	3.08173305031839180921463353727057060807	42
1280	07-NOV-12	DeMar DeRozan	15.44306824976509780473221149739472110703	12.6	-2.84306824976509780473221149739472110703	68
1281	07-NOV-12	Andrea Bargnani	12.53237924865831842576028622540250447227	13.84615384615384615384615384615384615385	1.31377459749552772808586762075134168158	64
1282	07-NOV-12	Jose Calderon	4.98828841540849442641456187385353464089	5.45454545454545454545454545454545454545	0.46625703913696011903998358069191990456	53
1324	07-NOV-12	Rodney Stuckey	11.40647302904564315352697095435684647303	3.1764705882352941176470588235294117647	-8.23000244081034903587991213082743470833	73
1322	07-NOV-12	Greg Monroe	13.94314128202356501999783807155983136958	13.5	-0.44314128202356501999783807155983136958	75
1325	07-NOV-12	Brandon Knight	10.27865477007549759780370624571036376115	1.09090909090909090909090909090909090909	-9.18774567916640668871279715480127285206	66
1326	07-NOV-12	Tayshaun Prince	8.21063644289450741063644289450741063644	13.33333333333333333333333333333333333333	5.12269689043882592269689043882592269689	56
1323	07-NOV-12	Jason Maxiell	8.5235514797832430179241350562734472697	9.52941176470588235294117647058823529412	1.00586028492263933501704141431478802442	57
1329	07-NOV-12	Jonas Jerebko	6.29886027859856479527226677923174335162	4.8	-1.49886027859856479527226677923174335162	40
1327	07-NOV-12	Kyle Singler	5.76366723259762308998302207130730050934	5.76	-0.00366723259762308998302207130730050934	44
1264	07-NOV-12	Ty Lawson	9.24766414949443235632919493152438243952	15.15789473684210526315789473684210526316	5.91023058734767290682869980531772282364	77
1265	07-NOV-12	Andre Iguodala	5.38161911780187388146120644278345088957	6.63157894736842105263157894736842105263	1.24995982956654717117037250458497016306	74
1263	07-NOV-12	Danilo Gallinari	7.77222898903775883069427527405602923264	8.7804878048780487804878048780487804878	1.00825881584028994979352960399275125516	73
1267	07-NOV-12	Kosta Koufos	10.47910863509749303621169916434540389972	6.85714285714285714285714285714285714286	-3.62196577795463589335455630720254675686	51
1266	07-NOV-12	Kenneth Faried	12.26446280991735537190082644628099173554	14.4	2.13553719008264462809917355371900826446	58
1268	07-NOV-12	Andre Miller	8.12746421820145827707264380232244126384	3	-5.12746421820145827707264380232244126384	50
1269	07-NOV-12	Corey Brewer	8.38893159108378170637970791698693312836	6.54545454545454545454545454545454545454	-1.84347704562923625183425337153238767382	42
1408	08-NOV-12	Blake Griffin	15.65566288079821674981424477231716378304	12.46153846153846153846153846153846153846	-3.19412441925975521135270631077870224458	56
1406	08-NOV-12	Chris Paul	10.07781155015197568389057750759878419453	16.94117647058823529411764705882352941177	6.86336492043625961022706955122474521724	63
1407	08-NOV-12	DeAndre Jordan	7.59293002915451895043731778425655976676	12.85714285714285714285714285714285714286	5.2642128279883381924198250728862973761	55
1409	08-NOV-12	Caron Butler	6.41334768568353067814854682454251883746	5.14285714285714285714285714285714285714	-1.27049054282638782100568968168537598032	42
1411	08-NOV-12	Jamal Crawford	9.60981308411214953271028037383177570093	14.14285714285714285714285714285714285714	4.53304405874499332443257676902536715621	55
1412	08-NOV-12	Matt Barnes	4.90467188765865514447745071563597083446	1.33333333333333333333333333333333333333	-3.57133855432532181114411738230263750113	54
1592	09-NOV-12	Thabo Sefolosha	5.00919842312746386333771353482260183969	2.88	-2.12919842312746386333771353482260183969	64
1588	09-NOV-12	Kevin Durant	12.72808747087291629324251658003226384657	13.26315789473684210526315789473684210526	0.53507042386392581202064131470457825869	76
1589	09-NOV-12	Serge Ibaka	10.30391125561824615090370087023046762934	11.31428571428571428571428571428571428571	1.01037445866746813481058484405524665637	72
1590	09-NOV-12	Russell Westbrook	16.13447191011235955056179775280898876405	9.29032258064516129032258064516129032258	-6.84414932946719826023921710764769844147	67
1591	09-NOV-12	Kendrick Perkins	5.99252429603787690007475703962123099925	8.68965517241379310344827586206896551724	2.69713087637591620337351882244773451799	49
1593	09-NOV-12	Kevin Martin	9.85486322188449848024316109422492401216	5.45454545454545454545454545454545454545	-4.40031776733904393478861563967946946671	64
1824	10-NOV-12	Monta Ellis	11.77816901408450704225352112676056338028	18.94736842105263157894736842105263157895	7.16919940696812453669384729429206819867	70
1823	10-NOV-12	Brandon Jennings	8.6311263972484952708512467755803955288	3.42857142857142857142857142857142857143	-5.20255496867706669942267534700896695737	73
1825	10-NOV-12	Ersan Ilyasova	9.25529265255292652552926525529265255293	9	-0.25529265255292652552926525529265255293	54
1832	10-NOV-12	Mike Dunleavy	5.29663608562691131498470948012232415902	7.71428571428571428571428571428571428571	2.41764962865880297072957623416339012669	47
1828	10-NOV-12	Larry Sanders	10.68428005284015852047556142668428005284	9.69230769230769230769230769230769230769	-0.99197236053246621278325373437658774515	57
1831	10-NOV-12	Ekpe Udoh	6.75207373271889400921658986175115207373	11.25	4.49792626728110599078341013824884792627	46
1725	10-NOV-12	A.J. Price	6.64780342516753536857781087118391660462	4.86486486486486486486486486486486486486	-1.78293856030267050371294600631905173976	73
1727	10-NOV-12	Emeka Okafor	11.75215146299483648881239242685025817556	19.63636363636363636363636363636363636364	7.88421217336879987482397120951337818808	68
1726	10-NOV-12	Bradley Beal	10.51022692581662765849191004375699603134	8.22857142857142857142857142857142857143	-2.28165549724519908706333861518556745991	69
1729	10-NOV-12	Trevor Ariza	4.4543946932006633499170812603648424544	4.15384615384615384615384615384615384615	-0.30054853935450950376323510651868860825	58
1728	10-NOV-12	Trevor Booker	9.09338521400778210116731517509727626459	12.77419354838709677419354838709677419355	3.68080833437931467302623321199949792896	58
1706	10-NOV-12	Jrue Holiday	11.86603078257099501409061348363321049209	10.28571428571428571428571428571428571429	-1.5803164968567092998048991979189247778	77
1707	10-NOV-12	Thaddeus Young	11.9923315683768486397662954171991966405	11.64705882352941176470588235294117647059	-0.34527274484743687506041306425802016991	75
1705	10-NOV-12	Evan Turner	10.5345284171929109798329598696272153188	5.83783783783783783783783783783783783784	-4.69669057935507314199512203178937748096	78
1708	10-NOV-12	Dorell Wright	4.30466830466830466830466830466830466831	5.33333333333333333333333333333333333333	1.02866502866502866502866502866502866502	63
1709	10-NOV-12	Lavoy Allen	9.05108261509354635274332562539415598066	8.57142857142857142857142857142857142857	-0.47965404366497492417189705396558455209	44
1711	10-NOV-12	Spencer Hawes	9.06430758761483497788363388907791765907	15.65217391304347826086956521739130434783	6.58786632542864328298593132831338668876	45
