SECOND_GAME	GAME_DATE	PLAYER_NAME	AVG_FGP	FG_PERCENTAGE	CHANGE_IN_FGP	COMBINED_MINUTES
682	03-NOV-12	Alonzo Gee	42.66917293233082706766917293233082706767	54.54545454545454545454545454545454545455	11.87628161312371838687628161312371838688	61
685	03-NOV-12	Dion Waiters	41.79016004742145820983995257854179016005	41.66666666666666666666666666666666666667	-0.12349338075479154317328591187512349338	54
684	03-NOV-12	Tristan Thompson	52.38726790450928381962864721485411140584	40	-12.38726790450928381962864721485411140584	54
686	03-NOV-12	Daniel Gibson	35.35911602209944751381215469613259668508	33.33333333333333333333333333333333333333	-2.02578268876611418047882136279926335175	42
647	03-NOV-12	James Harden	44.30111038536903984323971260613977792293	33.33333333333333333333333333333333333333	-10.9677770520357065099063792728064445896	81
649	03-NOV-12	Jeremy Lin	44.35813573180703188879803761242845461979	38.46153846153846153846153846153846153846	-5.89659727026857035033649915088999308133	77
650	03-NOV-12	Omer Asik	53.45581802274715660542432195975503062117	28.57142857142857142857142857142857142857	-24.8843894513185851768528933883264591926	70
646	03-NOV-12	Chandler Parsons	47.79336298323640095791994526171741361615	40	-7.79336298323640095791994526171741361615	78
648	03-NOV-12	Patrick Patterson	44.53865336658354114713216957605985037406	37.5	-7.03865336658354114713216957605985037406	67
651	03-NOV-12	Carlos Delfino	40.43478260869565217391304347826086956522	14.28571428571428571428571428571428571429	-26.14906832298136645962732919254658385093	46
581	03-NOV-12	LeBron James	53.91818629866929521931986200098570724495	47.05882352941176470588235294117647058824	-6.85936276925753051343750905980923665671	76
582	03-NOV-12	Dwyane Wade	48.50948509485094850948509485094850948509	41.66666666666666666666666666666666666667	-6.84281842818428184281842818428184281842	69
580	03-NOV-12	Chris Bosh	49.59289415247964470762398223538119911177	68.18181818181818181818181818181818181818	18.58892402933853711055783594643698270641	66
584	03-NOV-12	Shane Battier	40.74074074074074074074074074074074074074	40	-0.74074074074074074074074074074074074074	45
583	03-NOV-12	Mario Chalmers	41.68278529980657640232108317214700193424	42.85714285714285714285714285714285714286	1.17435755733628074053605968499585520862	54
585	03-NOV-12	Ray Allen	45.70815450643776824034334763948497854077	66.66666666666666666666666666666666666667	20.9585121602288984263233190271816881259	56
702	03-NOV-12	Mo Williams	41.28440366972477064220183486238532110092	69.23076923076923076923076923076923076923	27.94636556104446012702893436838390966831	70
706	03-NOV-12	Marvin Williams	42.38095238095238095238095238095238095238	44.44444444444444444444444444444444444444	2.06349206349206349206349206349206349206	54
704	03-NOV-12	Al Jefferson	49.7348590566564331565727044376221043818	50	0.2651409433435668434272955623778956182	63
703	03-NOV-12	Gordon Hayward	44.13971539456662354463130659767141009056	45.45454545454545454545454545454545454545	1.31483005997883100082323885687404445489	62
705	03-NOV-12	Paul Millsap	47.34287174246295350025549310168625447113	50	2.65712825753704649974450689831374552887	56
707	03-NOV-12	Randy Foye	38.81453154875717017208413001912045889101	37.5	-1.31453154875717017208413001912045889101	52
708	03-NOV-12	Derrick Favors	52.45535714285714285714285714285714285714	60	7.54464285714285714285714285714285714286	46
613	03-NOV-12	Greivis Vasquez	42.19653179190751445086705202312138728324	33.33333333333333333333333333333333333333	-8.86319845857418111753371868978805394991	73
615	03-NOV-12	Robin Lopez	52.68240343347639484978540772532188841202	70	17.31759656652360515021459227467811158798	69
616	03-NOV-12	Al-Farouq Aminu	43.9894319682959048877146631439894319683	66.66666666666666666666666666666666666667	22.67723469837076177895200352267723469837	61
614	03-NOV-12	Austin Rivers	42.01826881252718573292735972161809482384	33.33333333333333333333333333333333333333	-8.68493547919385239959402638828476149051	63
612	03-NOV-12	Ryan Anderson	42.18653489808523780111179740580605311921	38.46153846153846153846153846153846153846	-3.72499643654677626265025894426759158075	73
554	03-NOV-12	Jason Thompson	49.09365558912386706948640483383685800604	33.33333333333333333333333333333333333333	-15.76032225579053373615307150050352467271	58
552	03-NOV-12	Tyreke Evans	45.3125	33.33333333333333333333333333333333333333	-11.97916666666666666666666666666666666667	74
555	03-NOV-12	Isaiah Thomas	43.03278688524590163934426229508196721311	33.33333333333333333333333333333333333333	-9.69945355191256830601092896174863387978	49
553	03-NOV-12	DeMarcus Cousins	46.98564593301435406698564593301435406699	33.33333333333333333333333333333333333333	-13.65231259968102073365231259968102073366	67
556	03-NOV-12	James Johnson	48.68632707774798927613941018766756032172	20	-28.68632707774798927613941018766756032172	41
557	03-NOV-12	Marcus Thornton	41.13510798593671521848317428427925665495	42.85714285714285714285714285714285714286	1.72203487120614192437396857286360048791	70
559	03-NOV-12	Chuck Hayes	46.35036496350364963503649635036496350365	50	3.64963503649635036496350364963503649635	54
558	03-NOV-12	Aaron Brooks	41.79419525065963060686015831134564643799	36.36363636363636363636363636363636363636	-5.43055888702326697049652194770928280163	42
637	03-NOV-12	Damian Lillard	43.19555628165332462016010455807874530306	53.33333333333333333333333333333333333333	10.13777705168000871317322877525458803027	80
634	03-NOV-12	Nicolas Batum	42.62626262626262626262626262626262626263	45.45454545454545454545454545454545454545	2.82828282828282828282828282828282828282	82
635	03-NOV-12	LaMarcus Aldridge	48.53593611357586512866015971606033717835	44.82758620689655172413793103448275862069	-3.70834990667931340452222868157757855766	78
636	03-NOV-12	Wesley Matthews	42.23635400105988341282458929517753047165	38.88888888888888888888888888888888888889	-3.34746511217099452393570040628864158276	77
638	03-NOV-12	J.J. Hickson	53.44506517690875232774674115456238361266	40	-13.44506517690875232774674115456238361266	62
735	03-NOV-12	Chris Paul	47.11538461538461538461538461538461538462	33.33333333333333333333333333333333333333	-13.78205128205128205128205128205128205129	67
734	03-NOV-12	Blake Griffin	49.74301675977653631284916201117318435754	33.33333333333333333333333333333333333333	-16.40968342644320297951582867783985102421	71
736	03-NOV-12	Caron Butler	41.08405341712490180675569520816967792616	80	38.91594658287509819324430479183032207384	57
737	03-NOV-12	DeAndre Jordan	69.09482758620689655172413793103448275862	50	-19.09482758620689655172413793103448275862	45
739	03-NOV-12	Jamal Crawford	41.49184149184149184149184149184149184149	47.05882352941176470588235294117647058824	5.56698203757027286439051144933497874675	63
740	03-NOV-12	Matt Barnes	42.6570266606416629010393131495707184817	0	-42.6570266606416629010393131495707184817	52
723	03-NOV-12	Stephen Curry	47.6571619142904785726196431549107887277	37.5	-10.1571619142904785726196431549107887277	86
725	03-NOV-12	Klay Thompson	46.21107266435986159169550173010380622837	35.29411764705882352941176470588235294118	-10.91695501730103806228373702422145328719	66
724	03-NOV-12	David Lee	52.51396648044692737430167597765363128492	50	-2.51396648044692737430167597765363128492	64
727	03-NOV-12	Harrison Barnes	45.14666666666666666666666666666666666667	66.66666666666666666666666666666666666667	21.52	43
728	03-NOV-12	Jarrett Jack	42.7398444252376836646499567847882454624	62.5	19.7601555747623163353500432152117545376	59
729	03-NOV-12	Carl Landry	54.21558164354322305229455709711846318036	68.75	14.53441835645677694770544290288153681964	56
726	03-NOV-12	Festus Ezeli	51.15089514066496163682864450127877237852	50	-1.15089514066496163682864450127877237852	41
803	04-NOV-12	Kyle Lowry	42.05763276970707311264586806382472017147	80	37.94236723029292688735413193617527982853	72
805	04-NOV-12	Andrea Bargnani	43.89830508474576271186440677966101694915	25	-18.89830508474576271186440677966101694915	58
804	04-NOV-12	DeMar DeRozan	44.20608405134517320203973975734130473009	57.14285714285714285714285714285714285714	12.93677309151196965510311738551583812705	66
807	04-NOV-12	Landry Fields	44.22310756972111553784860557768924302789	50	5.77689243027888446215139442231075697211	43
810	04-NOV-12	Amir Johnson	57.54536771728748806112702960840496657116	42.85714285714285714285714285714285714286	-14.6882248601446309182698867512621094283	40
808	04-NOV-12	Alan Anderson	39.4509803921568627450980392156862745098	42.85714285714285714285714285714285714286	3.40616246498599439775910364145658263306	44
870	05-NOV-12	Jrue Holiday	45.7446808510638297872340425531914893617	33.33333333333333333333333333333333333333	-12.41134751773049645390070921985815602837	75
873	05-NOV-12	Evan Turner	43.43612334801762114537444933920704845815	33.33333333333333333333333333333333333333	-10.10279001468428781204111600587371512482	64
872	05-NOV-12	Thaddeus Young	48.8172043010752688172043010752688172043	58.33333333333333333333333333333333333333	9.51612903225806451612903225806451612903	65
878	05-NOV-12	Lavoy Allen	49.08789386401326699834162520729684908789	14.28571428571428571428571428571428571429	-34.8021795782989812840559109215825633736	42
871	05-NOV-12	Dorell Wright	40.0990099009900990099009900990099009901	28.57142857142857142857142857142857142857	-11.52758132956152758132956152758132956153	67
875	05-NOV-12	Nick Young	41.15308151093439363817097415506958250497	26.66666666666666666666666666666666666667	-14.4864148442677269715043074884029158383	61
859	05-NOV-12	Carmelo Anthony	43.59017781541066892464013547840812870449	43.75	0.15982218458933107535986452159187129551	69
861	05-NOV-12	Raymond Felton	41.64588528678304239401496259351620947631	46.15384615384615384615384615384615384615	4.50796086706311145213888356032994436984	53
858	05-NOV-12	Ronnie Brewer	33.72093023255813953488372093023255813953	62.5	28.77906976744186046511627906976744186047	59
862	05-NOV-12	Jason Kidd	37.01298701298701298701298701298701298701	100	62.98701298701298701298701298701298701299	43
860	05-NOV-12	Tyson Chandler	63.57758620689655172413793103448275862069	55.55555555555555555555555555555555555556	-8.02203065134099616858237547892720306513	49
863	05-NOV-12	J.R. Smith	41.39495321803232208675928551176637368869	46.66666666666666666666666666666666666667	5.27171344863434457990738115490029297798	69
865	05-NOV-12	Steve Novak	41.28787878787878787878787878787878787879	0	-41.28787878787878787878787878787878787879	46
864	05-NOV-12	Pablo Prigioni	42.48251748251748251748251748251748251748	60	17.51748251748251748251748251748251748252	40
885	05-NOV-12	Marcin Gortat	56.04431410883023786249592701205604431411	60	3.95568589116976213750407298794395568589	62
884	05-NOV-12	Goran Dragić	48.41966637401229148375768217734855136084	33.33333333333333333333333333333333333333	-15.08633304067895815042434884401521802751	64
883	05-NOV-12	Michael Beasley	46.92230070635721493440968718466195761857	23.07692307692307692307692307692307692308	-23.84537762943413801133276410773888069549	63
882	05-NOV-12	Luis Scola	46.40221402214022140221402214022140221402	45.45454545454545454545454545454545454545	-0.94766856759476685675947668567594766857	65
886	05-NOV-12	Jared Dudley	46.05695509309967141292442497261774370208	33.33333333333333333333333333333333333333	-12.72362175976633807959109163928441036875	48
888	05-NOV-12	Shannon Brown	43.13725490196078431372549019607843137255	41.66666666666666666666666666666666666667	-1.47058823529411764705882352941176470588	41
887	05-NOV-12	Markieff Morris	46.07546130542550261635912971633158909391	40	-6.07546130542550261635912971633158909391	42
911	05-NOV-12	Luke Ridnour	43.71754932502596053997923156801661474559	50	6.28245067497403946002076843198338525441	51
908	05-NOV-12	Andrei Kirilenko	51.81644359464627151051625239005736137667	63.63636363636363636363636363636363636364	11.81992004171736485312011124630627498697	62
910	05-NOV-12	Nikola Pekovic	50.74515648286140089418777943368107302534	64.28571428571428571428571428571428571429	13.54055780285288482009793485203321268895	55
912	05-NOV-12	Derrick Williams	43.79679144385026737967914438502673796791	25	-18.79679144385026737967914438502673796791	44
909	05-NOV-12	Brandon Roy	28.57142857142857142857142857142857142857	42.85714285714285714285714285714285714286	14.28571428571428571428571428571428571429	51
916	05-NOV-12	Alexey Shved	35.97206053550640279394644935972060535506	37.5	1.52793946449359720605355064027939464494	40
915	05-NOV-12	Chase Budinger	42.46395806028833551769331585845347313237	70	27.53604193971166448230668414154652686763	47
914	05-NOV-12	Dante Cunningham	46.55870445344129554655870445344129554656	45.45454545454545454545454545454545454545	-1.10415899889584100110415899889584100111	45
1243	07-NOV-12	Nikola Vu�?ević	50.05759041695461875143976042386546878599	25	-25.05759041695461875143976042386546878599	60
1242	07-NOV-12	Glen Davis	45.25139664804469273743016759776536312849	22.22222222222222222222222222222222222222	-23.02917442582247051520794537554314090627	55
1240	07-NOV-12	Arron Afflalo	43.74801145402481705377028316894686605154	45.45454545454545454545454545454545454545	1.70653400052063749168426228559858849391	62
1239	07-NOV-12	E'Twaun Moore	45.86869138008039303260384100044662795891	28.57142857142857142857142857142857142857	-17.29726280865182160403241242901805653034	69
1246	07-NOV-12	J.J. Redick	46.56172328086164043082021541010770505385	41.66666666666666666666666666666666666667	-4.89505661419497376415354874344103838718	54
1284	07-NOV-12	Jonas Valan�?iūnas	54.72287275565964090554254488680718188915	50	-4.72287275565964090554254488680718188915	42
1280	07-NOV-12	DeMar DeRozan	44.20608405134517320203973975734130473009	47.05882352941176470588235294117647058824	2.85273947806659150384261318383516585815	68
1281	07-NOV-12	Andrea Bargnani	43.89830508474576271186440677966101694915	45	1.10169491525423728813559322033898305085	64
1282	07-NOV-12	Jose Calderon	46.44351464435146443514644351464435146444	40	-6.44351464435146443514644351464435146444	53
1324	07-NOV-12	Rodney Stuckey	42.32418524871355060034305317324185248714	33.33333333333333333333333333333333333333	-8.99085191538021726700971983990851915381	73
1322	07-NOV-12	Greg Monroe	51.55815247634947134112409571508069003895	53.33333333333333333333333333333333333333	1.77518085698386199220923761825264329438	75
1325	07-NOV-12	Brandon Knight	41.68773704171934260429835651074589127686	60	18.31226295828065739570164348925410872314	66
1326	07-NOV-12	Tayshaun Prince	43.45514950166112956810631229235880398671	40	-3.45514950166112956810631229235880398671	56
1323	07-NOV-12	Jason Maxiell	43.3098591549295774647887323943661971831	55.55555555555555555555555555555555555556	12.24569640062597809076682316118935837246	57
1329	07-NOV-12	Jonas Jerebko	43.90426327599102468212415856394913986537	50	6.09573672400897531787584143605086013463	40
1327	07-NOV-12	Kyle Singler	41.78820545339251743817374762206721623335	37.5	-4.28820545339251743817374762206721623335	44
1264	07-NOV-12	Ty Lawson	44.4277108433734939759036144578313253012	45	0.5722891566265060240963855421686746988	77
1265	07-NOV-12	Andre Iguodala	47.12340799297321036451471234079929732104	45.45454545454545454545454545454545454545	-1.66886253842775581906016688625384277559	74
1263	07-NOV-12	Danilo Gallinari	42.19959266802443991853360488798370672098	40	-2.19959266802443991853360488798370672098	73
1267	07-NOV-12	Kosta Koufos	53.53535353535353535353535353535353535354	25	-28.53535353535353535353535353535353535354	51
1266	07-NOV-12	Kenneth Faried	54.32618683001531393568147013782542113323	50	-4.32618683001531393568147013782542113323	58
1268	07-NOV-12	Andre Miller	50.53533190578158458244111349036402569593	0	-50.53533190578158458244111349036402569593	50
1269	07-NOV-12	Corey Brewer	42.90490341753343239227340267459138187221	44.44444444444444444444444444444444444444	1.53954102691101205217104176985306257223	42
1408	08-NOV-12	Blake Griffin	49.74301675977653631284916201117318435754	33.33333333333333333333333333333333333333	-16.40968342644320297951582867783985102421	56
1406	08-NOV-12	Chris Paul	47.11538461538461538461538461538461538462	52.94117647058823529411764705882352941176	5.82579185520361990950226244343891402714	63
1407	08-NOV-12	DeAndre Jordan	69.09482758620689655172413793103448275862	80	10.90517241379310344827586206896551724138	55
1409	08-NOV-12	Caron Butler	41.08405341712490180675569520816967792616	25	-16.08405341712490180675569520816967792616	42
1411	08-NOV-12	Jamal Crawford	41.49184149184149184149184149184149184149	52.94117647058823529411764705882352941176	11.44933497874674345262580556698203757027	55
1412	08-NOV-12	Matt Barnes	42.6570266606416629010393131495707184817	50	7.3429733393583370989606868504292815183	54
1592	09-NOV-12	Thabo Sefolosha	46.11528822055137844611528822055137844612	66.66666666666666666666666666666666666667	20.55137844611528822055137844611528822055	64
1588	09-NOV-12	Kevin Durant	51.37937093656650852222807942365137937094	56.25	4.87062906343349147777192057634862062906	76
1589	09-NOV-12	Serge Ibaka	50.58729311265349706353443673251468232782	69.23076923076923076923076923076923076923	18.64347611811573370569633249825454844141	72
1590	09-NOV-12	Russell Westbrook	43.57585139318885448916408668730650154799	30	-13.57585139318885448916408668730650154799	67
1591	09-NOV-12	Kendrick Perkins	46.64679582712369597615499254843517138599	57.14285714285714285714285714285714285714	10.49606131573344688098786459442197147115	49
1593	09-NOV-12	Kevin Martin	43.63718411552346570397111913357400722022	35.71428571428571428571428571428571428571	-7.92289840123775141825683341928829293451	64
1824	10-NOV-12	Monta Ellis	44.29967426710097719869706840390879478827	45.83333333333333333333333333333333333333	1.53365906623235613463626492942453854506	70
1823	10-NOV-12	Brandon Jennings	38.86323268206039076376554174067495559503	9.09090909090909090909090909090909090909	-29.77232359115129985467463264976586468594	73
1825	10-NOV-12	Ersan Ilyasova	44.88355681016231474947071277346506704305	25	-19.88355681016231474947071277346506704305	54
1832	10-NOV-12	Mike Dunleavy	43.13137372525494901019796040791841631674	25	-18.13137372525494901019796040791841631674	47
1828	10-NOV-12	Larry Sanders	49.33530280649926144756277695716395864106	57.14285714285714285714285714285714285714	7.80755433635788140958008018569318421608	57
1831	10-NOV-12	Ekpe Udoh	44.4987775061124694376528117359413202934	40	-4.4987775061124694376528117359413202934	46
1725	10-NOV-12	A.J. Price	38.19742489270386266094420600858369098712	41.66666666666666666666666666666666666667	3.46924177396280400572246065808297567955	73
1727	10-NOV-12	Emeka Okafor	47.97891036906854130052724077328646748682	44.44444444444444444444444444444444444444	-3.53446592462409685608279632884202304238	68
1726	10-NOV-12	Bradley Beal	44.86130059117780809458844929513415188722	54.54545454545454545454545454545454545455	9.68415395427673735995700525032039356733	69
1729	10-NOV-12	Trevor Ariza	41.6919345057610673135233474833232261977	40	-1.6919345057610673135233474833232261977	58
1728	10-NOV-12	Trevor Booker	50.02901915264074289030760301799187463726	45.45454545454545454545454545454545454545	-4.57447369809528834485305756344642009181	58
1706	10-NOV-12	Jrue Holiday	45.7446808510638297872340425531914893617	54.54545454545454545454545454545454545455	8.80077369439071566731141199226305609285	77
1707	10-NOV-12	Thaddeus Young	48.8172043010752688172043010752688172043	45.45454545454545454545454545454545454545	-3.36265884652981427174975562072336265885	75
1705	10-NOV-12	Evan Turner	43.43612334801762114537444933920704845815	28.57142857142857142857142857142857142857	-14.86469477658904971680302076777847702958	78
1708	10-NOV-12	Dorell Wright	40.0990099009900990099009900990099009901	41.66666666666666666666666666666666666667	1.56765676567656765676567656765676567657	63
1709	10-NOV-12	Lavoy Allen	49.08789386401326699834162520729684908789	0	-49.08789386401326699834162520729684908789	44
1711	10-NOV-12	Spencer Hawes	44.18040737148399612027158098933074684772	50	5.81959262851600387972841901066925315228	45
1710	10-NOV-12	Nick Young	41.15308151093439363817097415506958250497	58.33333333333333333333333333333333333333	17.18025182239893969516235917826375082836	50
1813	10-NOV-12	Rajon Rondo	44.8153967007069913589945011783189316575	44.44444444444444444444444444444444444444	-0.37095225626254691455005673387448721306	79
1814	10-NOV-12	Paul Pierce	42.4836601307189542483660130718954248366	44.44444444444444444444444444444444444444	1.96078431372549019607843137254901960784	71
1816	10-NOV-12	Kevin Garnett	46.30053394355453852021357742181540808543	60	13.69946605644546147978642257818459191457	62
1818	10-NOV-12	Courtney Lee	45.98408104196816208393632416787264833575	0	-45.98408104196816208393632416787264833575	47
1817	10-NOV-12	Jason Terry	41.44645340751043115438108484005563282337	71.42857142857142857142857142857142857143	29.98211802106099741704748658851579574806	51
1815	10-NOV-12	Brandon Bass	51.13268608414239482200647249190938511327	50	-1.13268608414239482200647249190938511327	54
